concept_cluster_id	cleaned_form_count	cleaned_form_ids	cleaned_form_sha256s	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	neighbor_cluster_ids	canonical_concept_ids	mapping_state	normalization_authorities	assertion_support	effective_record_support	source_family_count	source_family_ids	year_count	year_ids	gold_assertion_count	silver_assertion_count	bronze_assertion_count	support_band	review_priority_score	reversible_to_source_assertions	human_reviewed	expert_adjudicated
concept-cluster:2a29c88a3ea1b1bd8cbd948c	5	cleaned-form:0349463d850d4d3e07afbf40|cleaned-form:1027ce53bea6e857d28c1a6f|cleaned-form:b11bc28501d02d48fbab61ff|cleaned-form:cf594b2f7bec0fdcfbc6b99e|cleaned-form:fc7647bee720ef94013a9ff0	0349463d850d4d3e07afbf409f6bc4e16b12c86b8a939e556d42632a1e0d76db|1027ce53bea6e857d28c1a6f57d51a6e53c6121047da683691b1378f7912a4cc|b11bc28501d02d48fbab61ff0cdffa6c5c302ed7fe8840ca518f802276e45aea|cf594b2f7bec0fdcfbc6b99e744d78a758eef80f9e3c5605a6a0b58dde6f9abf|fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c	11	source-form:0187cf006f58f6f8aa69b240|source-form:0349463d850d4d3e07afbf40|source-form:1027ce53bea6e857d28c1a6f|source-form:3fc0cf05f22143e4729622db|source-form:43d771db657af7f639e0e8d4|source-form:a4a1b29425951fbbb09eac74|source-form:b11bc28501d02d48fbab61ff|source-form:cf594b2f7bec0fdcfbc6b99e|source-form:e237b373de0ab6ea243e037c|source-form:e9fcc7408e721186fbba2524|source-form:fc7647bee720ef94013a9ff0	en	STRICT_FLAVOR	0349463d850d4d3e07afbf409f6bc4e16b12c86b8a939e556d42632a1e0d76db|1027ce53bea6e857d28c1a6f57d51a6e53c6121047da683691b1378f7912a4cc|b11bc28501d02d48fbab61ff0cdffa6c5c302ed7fe8840ca518f802276e45aea|cf594b2f7bec0fdcfbc6b99e744d78a758eef80f9e3c5605a6a0b58dde6f9abf|fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c		sensory.blackberry	concept-cluster:68162add90e8707d23907f37|concept-cluster:04e505df680aff2f3f2c5448|concept-cluster:4aca06f0c9c3da4545512838|concept-cluster:2e750f08dbba042b1a0ee022	sensory.blackberry	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	162	155	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	16	year.2009|year.2011|year.2012|year.2013|year.2014|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	3	153	6	SUPPORT_100_PLUS	1042	true	false	false
concept-cluster:2ac20685ef870dbadee5c834	1	cleaned-form:97a95ca70b5e97bc30ed1c0c	97a95ca70b5e97bc30ed1c0c50ca0aacaa298c28ea9cf92de0dacd2e86d1ef5c	1	source-form:97a95ca70b5e97bc30ed1c0c	en	STRICT_FLAVOR	97a95ca70b5e97bc30ed1c0c50ca0aacaa298c28ea9cf92de0dacd2e86d1ef5c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2aceb71245cbe30cac8c022f	1	cleaned-form:b4c3858f5f1e123198e835de	b4c3858f5f1e123198e835de04b87155d7a40e66e9b70805daf3ad439cd2fa3b	5	source-form:0731b4501d12564edca0757f|source-form:8a0913faebe8ad260d7b1f0d|source-form:ac0911e5a331fbc20453dba3|source-form:b4c3858f5f1e123198e835de|source-form:d5ec11f77ce429f492861791	en	QUALITY_EVALUATION	b4c3858f5f1e123198e835de04b87155d7a40e66e9b70805daf3ad439cd2fa3b			concept-cluster:78039d5bd73c09672425fe3a		QUALITY_OR_STRUCTURE_ATTRIBUTE		78	77	1	family.ace_cup_of_excellence	13	year.2009|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2022|year.2023|year.2024|year.2025|year.2026	0	78	0	SUPPORT_20_99	678	true	false	false
concept-cluster:2ad67973c6083ace7170abee	1	cleaned-form:aa10d69d9f411cab2118360d	aa10d69d9f411cab2118360d5ca6a7664a754f1fcb2938630c64b1fd8e570317	1	source-form:aa10d69d9f411cab2118360d	en	STRICT_FLAVOR	aa10d69d9f411cab2118360d5ca6a7664a754f1fcb2938630c64b1fd8e570317					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2af63ca347c7eb230cd33b32	1	cleaned-form:8d56947b408b2feb50cad0a5	8d56947b408b2feb50cad0a50953d7a5c3a0983781f5ea35a4336ebc9f811193	1	source-form:9f62945a42e1aa8756dabbeb	en	STRICT_FLAVOR	8d56947b408b2feb50cad0a50953d7a5c3a0983781f5ea35a4336ebc9f811193					GENUINE_ONTOLOGY_CANDIDATE		3	3	1	family.ace_cup_of_excellence	1	year.2017	0	3	0	SUPPORT_1_4	123	true	false	false
concept-cluster:2b29564050e57fac4aca9d64	1	cleaned-form:5c8359a4ae79950a6d432c89	5c8359a4ae79950a6d432c897459fe0d43082c0cfd2d4681c5dd3728efc18aef	1	source-form:5c8359a4ae79950a6d432c89	en	STRICT_FLAVOR	5c8359a4ae79950a6d432c897459fe0d43082c0cfd2d4681c5dd3728efc18aef					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2017	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:2bbc6ecb2c43b5f9a0e3eddd	1	cleaned-form:80a091770172b8d45dfb905d	80a091770172b8d45dfb905d5a1ef0dcef3ed62a07931505d2950eb81dfd2c19	1	source-form:80a091770172b8d45dfb905d	en	STRICT_FLAVOR	80a091770172b8d45dfb905d5a1ef0dcef3ed62a07931505d2950eb81dfd2c19					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2018	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:2bdc4476d235b9a6ac923741	1	cleaned-form:1d6f27319ef6ebf927863b29	1d6f27319ef6ebf927863b2993a69a0429d385109761491e3bf99634b65a7ec5	1	source-form:1d6f27319ef6ebf927863b29	en	STRICT_FLAVOR	1d6f27319ef6ebf927863b2993a69a0429d385109761491e3bf99634b65a7ec5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2bef3ec61c3b712180e011ae	1	cleaned-form:c329ad4bae5654f1aa17cca7	c329ad4bae5654f1aa17cca79cec8633f4cebff25d58b8a0a4c9be105c37b928	1	source-form:c329ad4bae5654f1aa17cca7	en	STRICT_FLAVOR	c329ad4bae5654f1aa17cca79cec8633f4cebff25d58b8a0a4c9be105c37b928					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2bfb48d66871cc756403122b	1	cleaned-form:9a459068b4e532eab9695a36	9a459068b4e532eab9695a365bfbb5617893d42725d024a41690f61efce447d0	1	source-form:e5316251cf29a449414d69ce	en	STRICT_FLAVOR	9a459068b4e532eab9695a365bfbb5617893d42725d024a41690f61efce447d0					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2c265829e3a1857203e40bfa	1	cleaned-form:3a302a531e8a872dc67323cf	3a302a531e8a872dc67323cf8083a4a99c1b8e55061709d8e16ecb1f01a6dc57	1	source-form:b34da3dacc438348d8c471c1	en	STRICT_FLAVOR	3a302a531e8a872dc67323cf8083a4a99c1b8e55061709d8e16ecb1f01a6dc57					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2c54debb67609d08128805d7	1	cleaned-form:5977934c0d0a72eb4bc37cd7	5977934c0d0a72eb4bc37cd724396a7ee484bebeea12414bd372489efc7a0024	1	source-form:5977934c0d0a72eb4bc37cd7	en	STRICT_FLAVOR	5977934c0d0a72eb4bc37cd724396a7ee484bebeea12414bd372489efc7a0024					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2020	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2c5514ee950b95337d3cc1b3	1	cleaned-form:1752b6cc2b03b941cbd01eb7	1752b6cc2b03b941cbd01eb743c18492b229adfc0f3cfccae323b248edd4c2c9	2	source-form:1752b6cc2b03b941cbd01eb7|source-form:fc83a09f57a2ced8872ca989	en	STRICT_FLAVOR	1752b6cc2b03b941cbd01eb743c18492b229adfc0f3cfccae323b248edd4c2c9					GENUINE_ONTOLOGY_CANDIDATE		5	5	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	5	year.2009|year.2018|year.2024|year.2025|year.2026	1	4	0	SUPPORT_5_19	365	true	false	false
concept-cluster:2c73d1b928db2fbf357bd998	1	cleaned-form:52437b4c12ea96a1e3d9c66c	52437b4c12ea96a1e3d9c66c4d47b864fd339dd6049b8889997c9bf4c56fe22b	1	source-form:52437b4c12ea96a1e3d9c66c	en	STRICT_FLAVOR	52437b4c12ea96a1e3d9c66c4d47b864fd339dd6049b8889997c9bf4c56fe22b					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2019	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:2cc8e4552c47ff7af853b878	1	cleaned-form:8674b1c46ca65d0c50ba0f4a	8674b1c46ca65d0c50ba0f4a92e838b6b640940995f6e1992ddef403aaffc6ec	1	source-form:8674b1c46ca65d0c50ba0f4a	en	STRICT_FLAVOR	8674b1c46ca65d0c50ba0f4a92e838b6b640940995f6e1992ddef403aaffc6ec					GENUINE_ONTOLOGY_CANDIDATE		7	7	1	family.ace_cup_of_excellence	3	year.2015|year.2017|year.2019	2	5	0	SUPPORT_5_19	207	true	false	false
concept-cluster:2cdc90e69a64de5c87457215	1	cleaned-form:9f79fd6cdc880e3914ac75b5	9f79fd6cdc880e3914ac75b50d71222d29d4e5e8680bc14e18e5ef28c1981484	1	source-form:9f79fd6cdc880e3914ac75b5	en	STRICT_FLAVOR	9f79fd6cdc880e3914ac75b50d71222d29d4e5e8680bc14e18e5ef28c1981484					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2d3284af9d2c3678256459a7	1	cleaned-form:7a601933f29e1877e323ae74	7a601933f29e1877e323ae742350318ccd7be66214a44123b9136c3ea34354e6	1	source-form:42683f4e30875657d38585c7	en	STRICT_FLAVOR	7a601933f29e1877e323ae742350318ccd7be66214a44123b9136c3ea34354e6					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2d3bb175c4a6598afb780533	1	cleaned-form:c6171781d65f3ccce1135e3c	c6171781d65f3ccce1135e3c89850cfbaa7f332fd72a1f8f6a841fbcf7fd362a	2	source-form:173aaac10cfe776e9e18af17|source-form:b8e95d0770d76012cc5e34f9	en	STRICT_FLAVOR	c6171781d65f3ccce1135e3c89850cfbaa7f332fd72a1f8f6a841fbcf7fd362a					GENUINE_ONTOLOGY_CANDIDATE		3	3	1	family.ace_cup_of_excellence	3	year.2022|year.2023|year.2025	0	3	0	SUPPORT_1_4	203	true	false	false
concept-cluster:2d4d257a0a864e107f380ab6	1	cleaned-form:534db12f269e13893841e9fc	534db12f269e13893841e9fca18871cf699aeafaf15e46d436077af7c8e57edb	1	source-form:534db12f269e13893841e9fc	en	STRICT_FLAVOR	534db12f269e13893841e9fca18871cf699aeafaf15e46d436077af7c8e57edb					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2014	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2d8af7212276de2343f91fa6	1	cleaned-form:eb7dcb9bfc0bb90cd69965ec	eb7dcb9bfc0bb90cd69965ec3a7c98f471aa99223ae56d48a0c985a76730dc67	1	source-form:eb7dcb9bfc0bb90cd69965ec	en	STRICT_FLAVOR	eb7dcb9bfc0bb90cd69965ec3a7c98f471aa99223ae56d48a0c985a76730dc67					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2dd283331a40804348408a30	1	cleaned-form:7629aa132532b528cbd6a927	7629aa132532b528cbd6a927e165b92ff3cc947ef48a44680eba5d089cddde42	2	source-form:7629aa132532b528cbd6a927|source-form:877fb0504dcbf4132b0349df	en	STRICT_FLAVOR	7629aa132532b528cbd6a927e165b92ff3cc947ef48a44680eba5d089cddde42					GENUINE_ONTOLOGY_CANDIDATE		10	10	1	family.ace_cup_of_excellence	4	year.2009|year.2022|year.2024|year.2025	0	10	0	SUPPORT_5_19	250	true	false	false
concept-cluster:2e1eea606ee219bd11c34783	1	cleaned-form:81ccef7b8f24db03d62ba44f	81ccef7b8f24db03d62ba44f81f237c7794db2860dbbafa0b3740c6e8da4e4a5	1	source-form:81ccef7b8f24db03d62ba44f	en	STRICT_FLAVOR	81ccef7b8f24db03d62ba44f81f237c7794db2860dbbafa0b3740c6e8da4e4a5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2018	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2e53fe2e0bb8508437c41f24	2	cleaned-form:40e2d6b4f17c226a9f2ffbd9|cleaned-form:7f367ddc0f2681378eef4d16	40e2d6b4f17c226a9f2ffbd9f6459b80ae17ca2e24250f3e9295e7f3cb4079b8|7f367ddc0f2681378eef4d16abdc9f54dd7bcb8c040eab1c701cef7027c4a6b7	2	source-form:0ccfc236a78b7626bc93577e|source-form:7f367ddc0f2681378eef4d16	en	STRICT_FLAVOR	40e2d6b4f17c226a9f2ffbd9f6459b80ae17ca2e24250f3e9295e7f3cb4079b8|7f367ddc0f2681378eef4d16abdc9f54dd7bcb8c040eab1c701cef7027c4a6b7		sensory.bitter|sensory.cocoa	concept-cluster:a5aa79e82e94eb02393cf8c8|concept-cluster:56a1fddd47f2f1322325122d|concept-cluster:299f5025ce471cba1101fbff|concept-cluster:73e25f6d498706aeece62306|concept-cluster:1ab809e3de34d6a3a0eaceff		COMPOUND_OF_EXISTING_CONCEPTS		2	2	1	family.ace_cup_of_excellence	2	year.2008|year.2024	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:2e750f08dbba042b1a0ee022	1	cleaned-form:6ca26d932aa70a7aded32363	6ca26d932aa70a7aded3236352d71cc78926e948fc1d89b2fdad868746244f97	1	source-form:6ca26d932aa70a7aded32363	en	STRICT_FLAVOR	6ca26d932aa70a7aded3236352d71cc78926e948fc1d89b2fdad868746244f97		sensory.blackberry|sensory.clove	concept-cluster:f38d282b2fc1f001f767717d|concept-cluster:68162add90e8707d23907f37|concept-cluster:2a29c88a3ea1b1bd8cbd948c|concept-cluster:04e505df680aff2f3f2c5448|concept-cluster:4aca06f0c9c3da4545512838		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.ace_cup_of_excellence	1	year.2018	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2e7f2f904b0c130d2ac544d8	1	cleaned-form:523f635cc5943b1668363258	523f635cc5943b1668363258d504bee14103959d1c541f1e8d6e617789885e48	1	source-form:523f635cc5943b1668363258	en	STRICT_FLAVOR	523f635cc5943b1668363258d504bee14103959d1c541f1e8d6e617789885e48					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2013|year.2019	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:2e948bd8126b8511cf33a665	1	cleaned-form:8ad118ec02468b8c031029a6	8ad118ec02468b8c031029a6af574564eb382bf04645c7c8979d4a0714daa415	1	source-form:88bc6a1ec1f568710bbaefca	en	STRICT_FLAVOR	8ad118ec02468b8c031029a6af574564eb382bf04645c7c8979d4a0714daa415					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2ea50d03e9439e1f76f4057a	1	cleaned-form:9b93e56bac7dafe920105787	9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	2	source-form:4b415479448db9eccecb872e|source-form:9b93e56bac7dafe920105787	en	STRICT_FLAVOR	9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce					GENUINE_ONTOLOGY_CANDIDATE		30	29	2	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers	10	year.2011|year.2014|year.2017|year.2018|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	6	24	0	SUPPORT_20_99	590	true	false	false
concept-cluster:2ec6c133f641943cbd92ed14	1	cleaned-form:66625d4dc242e87b0b974dcb	66625d4dc242e87b0b974dcb194c75143097a454bec74ca469f77d26d06bff77	1	source-form:66625d4dc242e87b0b974dcb	en	STRICT_FLAVOR	66625d4dc242e87b0b974dcb194c75143097a454bec74ca469f77d26d06bff77					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2ee78e8457051f5caefce07d	1	cleaned-form:c238f873c90cc443d499eae9	c238f873c90cc443d499eae925ffb5973771cd7acd61831e2f6e12fb3208fa67	1	source-form:e0bbf20e39472f5f400f72ef	en	STRICT_FLAVOR	c238f873c90cc443d499eae925ffb5973771cd7acd61831e2f6e12fb3208fa67					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2eeb72816bd25412d0a47bcb	1	cleaned-form:07a068013196c4035ee0d9cb	07a068013196c4035ee0d9cbb5758bae2b043fecfbaee3c6fc09290166e0982d	1	source-form:d17cf22ce778ad51d6819d0e	en	STRICT_FLAVOR	07a068013196c4035ee0d9cbb5758bae2b043fecfbaee3c6fc09290166e0982d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2f32cce4ee61912c0f658084	1	cleaned-form:35cb93ec457f5f532ff3d8c5	35cb93ec457f5f532ff3d8c54ee17fedd60df575efbc586e699babf5c51d0d9d	1	source-form:ce7ac08f38c3787d2a4e8b1f	en	STRICT_FLAVOR	35cb93ec457f5f532ff3d8c54ee17fedd60df575efbc586e699babf5c51d0d9d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2f479f97554d55e537a9a57b	1	cleaned-form:559b39e87f194d7637a7296c	559b39e87f194d7637a7296c215b597a29e4bf359a209ebbe1ec836767cc58a9	1	source-form:4809e12f789ee1fa71e63dfc	en	STRICT_FLAVOR	559b39e87f194d7637a7296c215b597a29e4bf359a209ebbe1ec836767cc58a9					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2020	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:2f63d20110e00555c2837fa0	1	cleaned-form:60385a490d4af7b052be38df	60385a490d4af7b052be38dfc74d874e6470bde975452c124ed5a5f9d67f93d7	1	source-form:60385a490d4af7b052be38df	en	STRICT_FLAVOR	60385a490d4af7b052be38dfc74d874e6470bde975452c124ed5a5f9d67f93d7					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2fcc212a43db237014912483	1	cleaned-form:06d92f17a33b28585d90927b	06d92f17a33b28585d90927b2226c4bd8eb0985ffdc41036b2e6cf6106289181	1	source-form:9512f4afb8279641f13bf88a	en	STRICT_FLAVOR	06d92f17a33b28585d90927b2226c4bd8eb0985ffdc41036b2e6cf6106289181					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2025	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:2fe8bd5850d9d2f393a6831c	1	cleaned-form:906f56c9fb87f27af8b0d6f5	906f56c9fb87f27af8b0d6f57ac8f5caee56c0659cc593814b53efc4705e19f5	1	source-form:7f48cadaa8b6e0137e8e9cf0	en	STRICT_FLAVOR	906f56c9fb87f27af8b0d6f57ac8f5caee56c0659cc593814b53efc4705e19f5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2fee3abcdd9f672aa15c4e3e	1	cleaned-form:dc1abeb636504354e7a02cde	dc1abeb636504354e7a02cde5ae3dcfe90ef4d4d8f98f2ef1fa9d430e4892f65	1	source-form:dc1abeb636504354e7a02cde	en	STRICT_FLAVOR	dc1abeb636504354e7a02cde5ae3dcfe90ef4d4d8f98f2ef1fa9d430e4892f65					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2017	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:300c2a6938e5d32223d78927	1	cleaned-form:151aa1cffa13a33797949980	151aa1cffa13a33797949980f0285e9819225fd5131561a60ed0fd0694978360	1	source-form:151aa1cffa13a33797949980	en	STRICT_FLAVOR	151aa1cffa13a33797949980f0285e9819225fd5131561a60ed0fd0694978360					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:3011f3555b34bb7987f13f76	1	cleaned-form:5ec1cef2bc563701f2c484ec	5ec1cef2bc563701f2c484ec762edbb05ae7c1f11f5e88212c309ca2c85034b5	1	source-form:6661f7d83f1ed5db5674dbab	en	STRICT_FLAVOR	5ec1cef2bc563701f2c484ec762edbb05ae7c1f11f5e88212c309ca2c85034b5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:302d25bf1409a265f677338c	1	cleaned-form:3ae2eb72af42dac701df81e7	3ae2eb72af42dac701df81e7db5239106f016a8e710489be7beca79219938475	1	source-form:04cfcfc4af2189fbcc3f74ca	en	STRICT_FLAVOR	3ae2eb72af42dac701df81e7db5239106f016a8e710489be7beca79219938475					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2025	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:30410c58e032fe662cc59a50	1	cleaned-form:c5c9a1198fc3d123c73e5084	c5c9a1198fc3d123c73e5084e17dfe54a207597ece8b3a4cc9d7146ca7b0fed7	1	source-form:c5c9a1198fc3d123c73e5084	en	STRICT_FLAVOR	c5c9a1198fc3d123c73e5084e17dfe54a207597ece8b3a4cc9d7146ca7b0fed7					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2019	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:308a736970da1542aa3f1e93	1	cleaned-form:c0cbff04cc90f5b4cd53a535	c0cbff04cc90f5b4cd53a53533285f7d741f24a5279f746b8370ad0f2c982f3e	1	source-form:c0cbff04cc90f5b4cd53a535	en	STRICT_FLAVOR	c0cbff04cc90f5b4cd53a53533285f7d741f24a5279f746b8370ad0f2c982f3e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2026	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:30a39e20fd7ec7ac1efa18a3	1	cleaned-form:b0df7aca2b1494807e448a18	b0df7aca2b1494807e448a180bb058000ad683abfdd0c2d1c0386d6f43715119	3	source-form:ad214966b7f5e926adcd68de|source-form:b0df7aca2b1494807e448a18|source-form:bd4c1d9ac7fa95852ad1581d	en	STRICT_FLAVOR	b0df7aca2b1494807e448a180bb058000ad683abfdd0c2d1c0386d6f43715119					GENUINE_ONTOLOGY_CANDIDATE		21	21	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	8	year.2018|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	1	20	0	SUPPORT_20_99	501	true	false	false
concept-cluster:30aed0110856e6b74bd0d8e5	1	cleaned-form:9711fbe042f661e2cc91262b	9711fbe042f661e2cc91262b0aab69c294fc87c991eae73e6ef6f1c8feded31a	1	source-form:9711fbe042f661e2cc91262b	en	STRICT_FLAVOR	9711fbe042f661e2cc91262b0aab69c294fc87c991eae73e6ef6f1c8feded31a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:30b0313e2f7cc526c64bf2c0	1	cleaned-form:816d27f2150227944015c0a9	816d27f2150227944015c0a911e1acea49c4fd840f038750472d4a76c1b4efa1	1	source-form:d6b13cca4959f549ac3b8502	en	STRICT_FLAVOR	816d27f2150227944015c0a911e1acea49c4fd840f038750472d4a76c1b4efa1					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2015	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:30b35130edff6522aedffd22	1	cleaned-form:af47ef39f2e920a945043116	af47ef39f2e920a945043116116df50c336669673299e2df244a1e736ad609f5	1	source-form:2ae044012bb63c742d980812	en	STRICT_FLAVOR	af47ef39f2e920a945043116116df50c336669673299e2df244a1e736ad609f5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2021	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:30bf292980aaa6ae45087e75	1	cleaned-form:c60aac4fce685ecd8a3bc0ea	c60aac4fce685ecd8a3bc0eab2f9884c9488683d2be86e0ca950ae86c0843bce	2	source-form:239ad9765586410c024ecd7f|source-form:c60aac4fce685ecd8a3bc0ea	en	STRICT_FLAVOR	c60aac4fce685ecd8a3bc0eab2f9884c9488683d2be86e0ca950ae86c0843bce					GENUINE_ONTOLOGY_CANDIDATE		17	17	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	6	year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	3	14	0	SUPPORT_5_19	417	true	false	false
concept-cluster:30d4f2464b03063e29d08435	1	cleaned-form:9aac5dee7fc2f1b2d88ed79d	9aac5dee7fc2f1b2d88ed79d1042fda87edb7ace01da646b28be06f4481eb519	1	source-form:9aac5dee7fc2f1b2d88ed79d	en	STRICT_FLAVOR	9aac5dee7fc2f1b2d88ed79d1042fda87edb7ace01da646b28be06f4481eb519		sensory.orange|sensory.vanilla	concept-cluster:fbc74a39c87988de27b6ca3d|concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:d4de31bbc7198b47172036af|concept-cluster:d21f8042db787a7e15b5dc7a|concept-cluster:da04996ce8dc79a4b6eb152d		COMPOUND_OF_EXISTING_CONCEPTS		1	1	1	family.ace_cup_of_excellence	1	year.2019	0	1	0	SUPPORT_1_4	121	true	false	false
