frequency_key	representative_expression_key	representative_basic_normalized_text	normalized_text	expression_frequency	document_frequency	publisher_prevalence_count	publisher_sample_count	country_prevalence_count	country_sample_count	value_semantics
frequency.firstbloom-a6cb002-pilot-v1.70678bbd1f39e2a8e14f23250166ddab49c40dc5ec9deca070a2e365590cd6cc	expression.observed.en.sha256_70678bbd1f39e2a8e14f23250166ddab49c40dc5ec9deca070a2e365590cd6cc	cocoa and nutty	cocoa and nutty	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d62c36fff43f9fea3a8fbe8642437b9f9efba671b944cc4b438ca6dcf0bd29a1	expression.observed.en.sha256_d62c36fff43f9fea3a8fbe8642437b9f9efba671b944cc4b438ca6dcf0bd29a1	cocoa and plum jam	cocoa and plum jam	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ce1abfc6743a7e210fd2529569341c297d5690b2b6d69596a88b4a793f82a0da	expression.observed.en.sha256_ce1abfc6743a7e210fd2529569341c297d5690b2b6d69596a88b4a793f82a0da	cocoa and spice	cocoa and spice	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.1053cbb781a44bc02d5a25b5258f3c2154caede508aff16a14573c1d5b30be76	expression.observed.en.sha256_1053cbb781a44bc02d5a25b5258f3c2154caede508aff16a14573c1d5b30be76	cocoa and subtle vanilla spice	cocoa and subtle vanilla spice	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7cbf3aae533f25936917b6f1ef41b8002e6af57a17bbf5001f66110354c2eb68	expression.observed.en.sha256_7cbf3aae533f25936917b6f1ef41b8002e6af57a17bbf5001f66110354c2eb68	cocoa beans	cocoa beans	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a50404fafc86e3eb64dbbe1808af677e3792bc45f0ff33bd84729555a2ac7907	expression.observed.en.sha256_a50404fafc86e3eb64dbbe1808af677e3792bc45f0ff33bd84729555a2ac7907	cocoa butter	cocoa butter	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4e017807efc9a168f988db64685c185021aa667ea3f5ef8c0011daec5be9ec40	expression.observed.en.sha256_4e017807efc9a168f988db64685c185021aa667ea3f5ef8c0011daec5be9ec40	cocoa finish	cocoa finish	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d3ba005c3c63519d8dc0360b16aea5a827f0303ef640599a6ef0382b2e8bcdeb	expression.observed.en.sha256_d3ba005c3c63519d8dc0360b16aea5a827f0303ef640599a6ef0382b2e8bcdeb	cocoa honey	cocoa honey	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.9cb335807c7cd63f330afecd3d937245cf8fa08844677b7677c296738fd4e806	expression.observed.en.sha256_9cb335807c7cd63f330afecd3d937245cf8fa08844677b7677c296738fd4e806	cocoa nib	cocoa nib	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.8390cc279c5b4fc52ac15ec3ea7910c72f16f65428b49e14f43d05ad06ff62e9	expression.observed.en.sha256_8390cc279c5b4fc52ac15ec3ea7910c72f16f65428b49e14f43d05ad06ff62e9	cocoa nibs	cocoa nibs	6	6	4	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.bdc5ce63eb8d73f1511822aedfbd92e8a39c2d556f8ebc3dd13ed0c934df02a6	expression.observed.en.sha256_bdc5ce63eb8d73f1511822aedfbd92e8a39c2d556f8ebc3dd13ed0c934df02a6	cocoa puffs	cocoa puffs	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.23ebce72c4424e81ef48a495bc9ca88c93b8a34ab398bed854b76f1c784ab227	expression.observed.en.sha256_23ebce72c4424e81ef48a495bc9ca88c93b8a34ab398bed854b76f1c784ab227	coconut	coconut	4	4	4	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b8e2cf91c8227618fa301eed3b0d8e64fb1ca1e7732fe479ac627f66faa99306	expression.observed.en.sha256_b8e2cf91c8227618fa301eed3b0d8e64fb1ca1e7732fe479ac627f66faa99306	coconut & maple syrup	coconut & maple syrup	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f7b6ddda10b9046dad4be34641619b3ec3c3a8ded771579483b0a77e47877fc1	expression.observed.en.sha256_f7b6ddda10b9046dad4be34641619b3ec3c3a8ded771579483b0a77e47877fc1	coffee blossom	coffee blossom	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a00cd79f622b7e2b3bbcbcf1b1bae5a42bb4bccf6c228a7a3790d4520f945afd	expression.observed.en.sha256_a00cd79f622b7e2b3bbcbcf1b1bae5a42bb4bccf6c228a7a3790d4520f945afd	coffee blossom and milk chocolate	coffee blossom and milk chocolate	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5507a4aac676baf959b0c6c49ee28400b83a1f3354fdd54a1ddf756a2d687536	expression.observed.en.sha256_5507a4aac676baf959b0c6c49ee28400b83a1f3354fdd54a1ddf756a2d687536	coffee cake	coffee cake	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	expression.observed.en.sha256_42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	cola	cola	19	18	17	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ac9147b514e02b142e6500063ae8973c36120cb169ef4f534b1217bf5569a921	expression.observed.en.sha256_ac9147b514e02b142e6500063ae8973c36120cb169ef4f534b1217bf5569a921	cola and chocolate	cola and chocolate	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.96fd3c5d6cc501028f5913f4ec8ac4c755b832f2a16b9872166ade0ac0665563	expression.observed.en.sha256_96fd3c5d6cc501028f5913f4ec8ac4c755b832f2a16b9872166ade0ac0665563	cola and sugar cane	cola and sugar cane	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c5c3fb77896e7a6867713876e574de93ddc465d91d772c9a5586c46bbb3902d7	expression.observed.en.sha256_c5c3fb77896e7a6867713876e574de93ddc465d91d772c9a5586c46bbb3902d7	cola bottle candy	cola bottle candy	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.96dd817b7842299bc29f93519394ce174b2ad5746ebe8ea73add2879a110c020	expression.observed.en.sha256_96dd817b7842299bc29f93519394ce174b2ad5746ebe8ea73add2879a110c020	cola syrup	cola syrup	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.f76d4b409a097e25357736e94cbc15efb2141b7736f8d484c3f39c7146433e1a	expression.observed.en.sha256_f76d4b409a097e25357736e94cbc15efb2141b7736f8d484c3f39c7146433e1a	cola syrup and citrus garnish	cola syrup and citrus garnish	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	expression.observed.en.sha256_ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	complex	complex	11	11	10	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6a1046b27ef48736b5881f4a2f9bb93b0536918c06608859152798cb83883012	expression.observed.en.sha256_6a1046b27ef48736b5881f4a2f9bb93b0536918c06608859152798cb83883012	complex and intense	complex and intense	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7b306475f92edb5347f289b79f298703b52cd430a0d4048c2265c6066de9cdcd	expression.observed.en.sha256_7b306475f92edb5347f289b79f298703b52cd430a0d4048c2265c6066de9cdcd	complex and sustained	complex and sustained	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c859746dca9739c3027fe0b5f3eb0344e2c96d4035666249802dd2f0561516b3	expression.observed.en.sha256_c859746dca9739c3027fe0b5f3eb0344e2c96d4035666249802dd2f0561516b3	concentrated	concentrated	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6295abce4ea1588dc65a1a6723c4fd9ba717dcf5eaafbb45974db28186508e9e	expression.observed.en.sha256_6295abce4ea1588dc65a1a6723c4fd9ba717dcf5eaafbb45974db28186508e9e	concord grape	concord grape	12	12	11	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.271e296e9be9a84c37ecc4c4ab2b667ebb6207918088f2dbc527eab99a9e5f68	expression.observed.en.sha256_271e296e9be9a84c37ecc4c4ab2b667ebb6207918088f2dbc527eab99a9e5f68	concord grape & wafer	concord grape & wafer	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.db43c3853e6a90f3d1e1a36d4160c1e413839c48a4ae91e3b33c3e36e2d8988f	expression.observed.en.sha256_db43c3853e6a90f3d1e1a36d4160c1e413839c48a4ae91e3b33c3e36e2d8988f	cooked fruit and browning sugar	cooked fruit and browning sugar	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ed2ebd6f8a478059fa87831299f8d00d39b6e6f448f5fd4228dd652177e87db6	expression.observed.en.sha256_ed2ebd6f8a478059fa87831299f8d00d39b6e6f448f5fd4228dd652177e87db6	cooked peaches	cooked peaches	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d7e83e28a04b537e64424546b14caf9b67bad2f28dabce68116e0d372319fa00	expression.observed.en.sha256_d7e83e28a04b537e64424546b14caf9b67bad2f28dabce68116e0d372319fa00	cookie	cookie	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.cec241b8b63540278eead7b134fab72fc2b8cf653af61c0d5b732c53a713aa99	expression.observed.en.sha256_cec241b8b63540278eead7b134fab72fc2b8cf653af61c0d5b732c53a713aa99	cookie dough	cookie dough	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4c44d1f41fc15c64ea3f698bf4f4fd9ca3dcaba24cee2db28d0fde7e11d5f1f6	expression.observed.en.sha256_4c44d1f41fc15c64ea3f698bf4f4fd9ca3dcaba24cee2db28d0fde7e11d5f1f6	coriander	coriander	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.c8f9ddeed814313d4151d0b4bc5f8c4f3dbb37f8f59297e8cfbd30ca64fd918c	expression.observed.en.sha256_c8f9ddeed814313d4151d0b4bc5f8c4f3dbb37f8f59297e8cfbd30ca64fd918c	corpulent	corpulent	7	4	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0a052c147632c55a2ac98b4578fd75a8ff142bff9c94be915a41f0c4cca06630	expression.observed.en.sha256_0a052c147632c55a2ac98b4578fd75a8ff142bff9c94be915a41f0c4cca06630	cotton candy	cotton candy	4	4	4	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.7cde4ce358a0f72fbe8b0dbf57483f488bb7853eaadbfbcdbb1fc0359f792d2f	expression.observed.en.sha256_7cde4ce358a0f72fbe8b0dbf57483f488bb7853eaadbfbcdbb1fc0359f792d2f	cotton candy grape	cotton candy grape	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a5cc7f88a488bec6850869f411acee726d9847c5226783f71dde44c6496d63dc	expression.observed.en.sha256_a5cc7f88a488bec6850869f411acee726d9847c5226783f71dde44c6496d63dc	cranberries	cranberries	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.253daad335fd0cf3261ece7f01778deb4362d5a065ba4cf19997c86d7a0b8026	expression.observed.en.sha256_253daad335fd0cf3261ece7f01778deb4362d5a065ba4cf19997c86d7a0b8026	cranberries and fudge	cranberries and fudge	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b	expression.observed.en.sha256_d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b	cranberry	cranberry	24	24	22	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.84e4cad6527b142651046b45c8218678614d225e3125ad847e640cc46af058f4	expression.observed.en.sha256_84e4cad6527b142651046b45c8218678614d225e3125ad847e640cc46af058f4	cranberry and black tea	cranberry and black tea	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
