expression_key	language_tag_code	expression_text	basic_normalized_text	normalized_text	raw_variant_count	occurrence_count
expression.observed.en.sha256_2ee61996f6e2a9848feb2bc0e55198313916e54ecc13de6389156206ce8d87dc	en	Flavours of dried fruit	flavours of dried fruit	flavours of dried fruit	1	1
expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	en	FLORAL	floral	floral	3	91
expression.observed.en.sha256_5ef9b7194514ff18f5eb242d6b92f9a31ac1f2d7d634b3bf5d14387f87899ac5	en	Floral & Black Tea	floral & black tea	floral & black tea	1	1
expression.observed.en.sha256_2078b1c68e3dfa7ac26d1c333cc03724ada4f168c12fd4b2286b43df095c04f9	en	floral & tea-like aroma	floral & tea-like aroma	floral & tea-like aroma	1	1
expression.observed.en.sha256_b0f8eecfd68a8713074d162754b28e68b92f4e8b841f76d1e19e1329335cfa47	en	Floral Acidity	floral acidity	floral acidity	2	2
expression.observed.en.sha256_0640a2cfe81cfe15a912e7a2cc88ed92ec4703257ced7557cfee38c4ba7cf217	en	Floral and Blackberry	floral and blackberry	floral and blackberry	1	1
expression.observed.en.sha256_109065ce2792277818488268a49e2e8dbd213599b90dc1e4e0a8046e724bdb01	en	floral and buttery	floral and buttery	floral and buttery	1	1
expression.observed.en.sha256_79aab159083114f919658fcc88d6c8c482592599bc2ed74d4cbd9213ec4dda30	en	Floral and Citrus	floral and citrus	floral and citrus	1	1
expression.observed.en.sha256_602087048abdc2c471c47948e4f3a6be3558db0cb367c2c5c851f1a143a5a952	en	Floral and Custard	floral and custard	floral and custard	1	1
expression.observed.en.sha256_13c0a3a4081181015b1f4b8cd2205da9e81d42a86bfa7c145baa3b1c5dfe66ea	en	floral and fresh	floral and fresh	floral and fresh	1	1
expression.observed.en.sha256_73ea3105d02574618302ee4748a4525727d1aa9c325427e7b1eae81088132091	en	floral and fruity	floral and fruity	floral and fruity	1	1
expression.observed.en.sha256_0182ea945fd126e958dc77bb5975104f53bba6e922565c604833d7d0510f7957	en	Floral and Honey	floral and honey	floral and honey	1	1
expression.observed.en.sha256_7fac7a8ccb268edf8fdcb362e443700d235a5afa914bf6b6abb0751111bfaed7	en	Floral and Iced Tea	floral and iced tea	floral and iced tea	1	1
expression.observed.en.sha256_7846419718e4a93bfd33238ac79495fcaaf1b79e8dac87db624f51690ac2253f	en	Floral and Juicy	floral and juicy	floral and juicy	1	2
expression.observed.en.sha256_c1367151fa59026892e2f6d6f257feb367cc50e5d975aef40b4cc8fddb95e2d3	en	Floral and Milk Chocolate	floral and milk chocolate	floral and milk chocolate	1	1
expression.observed.en.sha256_bc6ef05a13a5731c929e6320e50027435321eb4931d1448b87f5d58d510d0462	en	Floral and Stone Fruit	floral and stone fruit	floral and stone fruit	1	1
expression.observed.en.sha256_b03420f9522f3a308e0f9a71adf0190f272716e251d76457a630f988001acfa4	en	floral and syrupy	floral and syrupy	floral and syrupy	1	1
expression.observed.en.sha256_2cad78dfafbda4526b5ef12b5e7fb65ee189d6cfe0cd1a01eb59ff375a0f6bd4	en	floral and tangerine notes	floral and tangerine notes	floral and tangerine notes	1	1
expression.observed.en.sha256_36c122ae05509ef7fc15d52914ecfe35f1561e126bf7afedcdb9506ac3a9ba4a	en	floral apple	floral apple	floral apple	1	1
expression.observed.en.sha256_deb5aab1896e001aa8073ba412e9b69e5f495f97e3cf68ff8d645528879d3771	en	Floral hints of berries	floral hints of berries	floral hints of berries	1	1
expression.observed.en.sha256_e2d7a71e832c874d4d64aa34f26ce64c908e86aadb822d9b602545a5471a6e93	en	Floral jasmine	floral jasmine	floral jasmine	1	1
expression.observed.en.sha256_cd412ba23eb230147ae2a39aa0402f36634544e3efa5a0134725e278ecb260fd	en	Floral rose	floral rose	floral rose	1	1
expression.observed.en.sha256_cfbc6a075ceb6e9049c14c67db557418842af763e18d21918f57bb4151d1f72b	en	Floral with sweet raspberrry	floral with sweet raspberrry	floral with sweet raspberrry	1	1
expression.observed.en.sha256_fc494e1dc8634d7d4f81bd7757e3ccced09e4578cc24e9a65b9b2f200d884020	en	Floral Yirgacheffe qualities	floral yirgacheffe qualities	floral yirgacheffe qualities	1	1
expression.observed.en.sha256_fce1233657ad207fed4b3a5190fd3d745c8a2093f43f0fd51279429fa2f2bd7b	en	Florals	florals	florals	1	2
expression.observed.en.sha256_1d8ad524f917795d8cecbacdf3a64084535862de1687e320874266167ba32e07	en	Florals and Tropical	florals and tropical	florals and tropical	1	1
expression.observed.en.sha256_34af4d781b09ce188aba1d294d200f67dbb9e02f3993f15a3c5b76bf504debca	en	foam banana	foam banana	foam banana	1	1
expression.observed.en.sha256_c730311aced4c7a9e87ab51cf1a4dc8339119342af9dbe2900f4d8bc95aca57f	en	Forest Fruits	forest fruits	forest fruits	1	1
expression.observed.en.sha256_0ce84cef7f686d4c33625c22a92c4085377612b2ee8d18b1258b7db5241945db	en	french toast	french toast	french toast	1	1
expression.observed.en.sha256_27cfa3f97a2e3a513a0eb72d5932cd9e3b68e20ca97895f22081e79e77a25183	en	Fresh Almonds	fresh almonds	fresh almonds	1	1
expression.observed.en.sha256_82ff8911c7b3e3123e18b0789a50fe68a33687ca0031b4aabfee47f28cfe2528	en	fresh apricot	fresh apricot	fresh apricot	1	1
expression.observed.en.sha256_db3ad75a899a60b06af5ee6eeb79e03df8bf473c1c7ae7d386c8dfe3b4a6f2a3	en	fresh apricot with pomegranate acidity	fresh apricot with pomegranate acidity	fresh apricot with pomegranate acidity	1	1
expression.observed.en.sha256_3f910450fc21219fd02ace9298e621d0ee98df89f868d90143c0f76281d0b572	en	Fresh Berries	fresh berries	fresh berries	1	1
expression.observed.en.sha256_0fd93cde787cdf058093e8ddfe4ae5bdc885cb5c5dfa58c024e652eaa353eb5a	en	fresh cranberry	fresh cranberry	fresh cranberry	1	1
expression.observed.en.sha256_50eddda057cdf0614b891ee5fd324f726702a97d386d14d5082863d751b333fd	en	Fresh Fig	fresh fig	fresh fig	1	1
expression.observed.en.sha256_a7b894358665d433ac504a5912be53dea118251107fa4e1d2f17afd86657bc78	en	fresh figs	fresh figs	fresh figs	1	1
expression.observed.en.sha256_ec021f31b126a54cf1eb2e31200c85f5040947c7e6d8784581f3ed0d3aa17331	en	fresh hazelnuts	fresh hazelnuts	fresh hazelnuts	1	1
expression.observed.en.sha256_a75d23c1ebb86958d09a91ede3383b513a8666515db4e43e9e1ddbc0ce69e352	en	Fresh Peach	fresh peach	fresh peach	1	1
expression.observed.en.sha256_4e8298bca6b50050454c4819b193942f0aa07f63bd84ca0cdaf4db5ebfbf6d3b	en	fresh peach and candied lemon and lime	fresh peach and candied lemon and lime	fresh peach and candied lemon and lime	1	1
expression.observed.en.sha256_fb8509d8492bbba54a5f54979eba87f3967929134399afe8dd3656e5cca4885b	en	Fresh tomato	fresh tomato	fresh tomato	1	1
expression.observed.en.sha256_1cd5e78a2cb5777ecfd25b82d1b3fa7c07b0262dbf22b2427001c4a9b42f8d02	en	friar plum	friar plum	friar plum	1	1
expression.observed.en.sha256_9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	en	Fruit	fruit	fruit	2	3
expression.observed.en.sha256_2baed3462a32c2571859d6b9d94d429f47cc5715f37075ca05d946d60bdc383d	en	fruit acidity	fruit acidity	fruit acidity	1	2
expression.observed.en.sha256_15834dffa45e8beec956b715a26f2e2225d10c649775e5f40bad14c641f74bf0	en	Fruit and nut loaf	fruit and nut loaf	fruit and nut loaf	1	1
expression.observed.en.sha256_206a977a2c669ba15d6a168dddb545c2a0f53965bc24f06f058a326f2f28fa4c	en	Fruit bomb of blueberry	fruit bomb of blueberry	fruit bomb of blueberry	1	1
expression.observed.en.sha256_64175a2494fe03b7d4b3a12aff8f45ddf820a034303c73b3f0a8574fe31f345a	en	fruit candy	fruit candy	fruit candy	1	1
expression.observed.en.sha256_6acfb9b51bfcf67fdced0c75f4cbcd74332c59b3eae02cce062bc0e5fbe21c7e	en	Fruit candy-like sweetness	fruit candy-like sweetness	fruit candy-like sweetness	1	1
expression.observed.en.sha256_9c33fef64e269d4872b639725b587376bce88120b85f14a08848d4bd1ef2ac96	en	fruit confit	fruit confit	fruit confit	1	1
expression.observed.en.sha256_fb8971b373b0f161877d8f5457c0237de0ec6ea054c9c77376157b6f31b4aced	en	fruit jam	fruit jam	fruit jam	1	1
expression.observed.en.sha256_39e6693b5640375612d6582bc5c504212bdf80428c55e1187eb44fd9fe74cb44	en	fruit leather	fruit leather	fruit leather	1	1
expression.observed.en.sha256_e71df046b22bb7c770be83cf0b21d57abfaca0a04a2152ad0e1b9ebd4e33b44c	en	Fruit loops	fruit loops	fruit loops	1	1
expression.observed.en.sha256_8699414b72926e3860b63fea90934980054defeabbbedeb653fe0bf4d197ccd1	en	Fruit-forward and heavy-bodied	fruit-forward and heavy-bodied	fruit-forward and heavy-bodied	1	1
expression.observed.en.sha256_c811d0c32f65dd627f26b435ef446e88c369cbc2c84eac3e5e01a47f565476c6	en	fruit-forward sweetness	fruit-forward sweetness	fruit-forward sweetness	1	1
expression.observed.en.sha256_432e51d58a1a1b47dff5407d2db596d223c2118d6aeb6d92dc1a1d2181fa0cdd	en	Fruitcake	fruitcake	fruitcake	1	2
expression.observed.en.sha256_da891e4864f34e0cb4cbe704c3f31f5d724943d62a69f4c4fe0a8669fe89281a	en	fruitiness	fruitiness	fruitiness	1	1
expression.observed.en.sha256_c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	en	Fruity	fruity	fruity	2	11
expression.observed.en.sha256_d434f291ece3348bf4585db338b4d3f032c18ee4c1c94fa036a523e15113a040	en	fruity and dark	fruity and dark	fruity and dark	1	1
expression.observed.en.sha256_e35cc00a85cf4f0b0b26df79d8bce999e9de863c1ffa528f515b2bf7b4b986a7	en	fruity and floral	fruity and floral	fruity and floral	1	1
expression.observed.en.sha256_638f2c149909bbcde1f7e8bbebf7cd470a6cab97a5aa1fc5195b31b58c943e85	en	fruity aromas	fruity aromas	fruity aromas	1	1
expression.observed.en.sha256_6a814a597f7ecbe7e5634afe1998aa9b04c33664722d40d27d36aca5ab069684	en	fruity body	fruity body	fruity body	1	2
expression.observed.en.sha256_dc2c8d506a8160a150b3f4f5c583b40a5b82f78b7d1f034e2069bf1b59d452f4	en	fruity coffee	fruity coffee	fruity coffee	1	1
expression.observed.en.sha256_655a4e81902e5f65ed910fae63ab8960d9aad4a5947e7074bae2482b65f64b51	en	Fruity flavour with hints of guava	fruity flavour with hints of guava	fruity flavour with hints of guava	1	2
expression.observed.en.sha256_8000a80f1c6a57e0b6c9a00bcdf14ae79de2770f94eaff7d1c7510aed30ef529	en	Fruity fragrance	fruity fragrance	fruity fragrance	1	1
expression.observed.en.sha256_c23a367346fd79eb12e763d869c2f7b15adbced16c3ee4975d0928d59382189d	en	Fruity Pebbles	fruity pebbles	fruity pebbles	2	2
expression.observed.en.sha256_c51ba39d42518294120c8b705c80ce58836895c547191474132e1ca283583a56	en	Fudge	fudge	fudge	2	6
expression.observed.en.sha256_ba1c3c814aed2ac1e869c29e3368f1ad5531d817225a5ed5eebc4cd511c6db6a	en	Fudgey	fudgey	fudgey	1	1
expression.observed.en.sha256_faed8f5481a50857a90a26b613f45f59a261ccd4614fdffb15ac16c94482ab07	en	fudgy	fudgy	fudgy	1	1
expression.observed.en.sha256_7f37dea2cd2966359418b92fb9429058e7eda9c52212e405ca55a5cee3d5a1d1	en	Fuji Apple	fuji apple	fuji apple	3	6
expression.observed.en.sha256_a18b869b2e81c0c529552a3c4fa5c92ed08b98a4e146aed778d71d27517f83ac	en	Full	full	full	2	3
expression.observed.en.sha256_ca1278e82eab4d1c80a34d5c52e72d6c05c8c29796fa5a69e20f4e710cbd7395	en	full and silky on the tongue	full and silky on the tongue	full and silky on the tongue	1	1
expression.observed.en.sha256_83c553da1260159b6bee53f1ac20b5c67e45c7c74dc7f12455f28663aaa81984	en	Full Bodied	full bodied	full bodied	1	1
expression.observed.en.sha256_5d35e6fd600d7efc26140ec3d67658c29f43c6de67c5260e85a04930b250aeea	en	Full bodied and creamy	full bodied and creamy	full bodied and creamy	1	1
expression.observed.en.sha256_34eff3154477afb1a3ee6925c09340b2df092050cbe9ed82ffcb3ee9a13a8a8a	en	Full Body	full body	full body	2	5
expression.observed.en.sha256_75903f1d1489fa5295406816f1e661bd5d99de43bca4f7e28c6fae610a8c26f4	en	Full city roast	full city roast	full city roast	1	1
expression.observed.en.sha256_fdcbec42437dfee2a191cd8d6f0d019aaaec56740f74ddd715266dcacb4603b1	en	Full-bodied	full-bodied	full-bodied	2	4
expression.observed.en.sha256_7f912abfefacfcb55ed0a87dd25f2c471d52d9eeb9c08983b52585472e9319b4	en	Funky	funky	funky	2	2
expression.observed.en.sha256_a0fbc63c6f4a256e700bdb941b3d3447982d4b728bcfe3422ad1e50df1978ced	en	fuzzy peach	fuzzy peach	fuzzy peach	1	1
expression.observed.en.sha256_8c98a56ec9685146ce5d7bf227f57154880f8685c628702353e1fdd3035a4316	en	Gala apple	gala apple	gala apple	1	2
expression.observed.en.sha256_b945268257281b1dfb1d13f78915f8379b5aefbcba3d8175997bc6648d2e82ac	en	Ganache	ganache	ganache	1	1
expression.observed.en.sha256_dca13388cd38b5da22c8ac48d374a045af2c9a10d78bceba787d92a521cc1ccf	en	Gentle	gentle	gentle	1	1
expression.observed.en.sha256_08ddff4ebe39249a9208cd305b7d14091b1ebabef6adfa897cc34675fa0e0848	en	ginger	ginger	ginger	1	2
expression.observed.en.sha256_9d1a8cc2da39cb0030403d1c62fc19b636cd8c13cc4481101ba9d0f5362b8fa5	en	Ginger and Bergamot	ginger and bergamot	ginger and bergamot	1	1
expression.observed.en.sha256_ad4eb92f1772bf5b1280bf6dacc56b6664666137dffb45ca5361d78118e51968	en	Ginger and Cookie dough	ginger and cookie dough	ginger and cookie dough	1	1
expression.observed.en.sha256_e36f4f53a5b4f2858b50818c94b31c4cc45906d238be538f9c24c2e48dceb003	en	GINGER CANDY	ginger candy	ginger candy	1	1
expression.observed.en.sha256_d769005d4aac346998626f89f2089b4f1ae28dbbd1c2264cdb0b08606f064418	en	ginger cookie	ginger cookie	ginger cookie	1	1
expression.observed.en.sha256_57c63d5a157ce1cd98e657cf3363fed8d188fab934e1917a2559b736b6b7db67	en	Gingerbread	gingerbread	gingerbread	2	5
expression.observed.en.sha256_94bf9e4bc1de8e324a4832ca89df6b53b08e77ccc4b19b60cca2df852fb599b1	en	Gingersnap	gingersnap	gingersnap	1	1
expression.observed.en.sha256_ec468bb7a230fde2bcdf403c328e9dc5d02b43a5b6b5dcf98854dec6891d01b0	en	golden kiwi	golden kiwi	golden kiwi	1	1
expression.observed.en.sha256_fb1e08db57c3853bc932aaecae6ba0f12b3e9881be52866d717a1cd128955425	en	Golden Raisin	golden raisin	golden raisin	2	7
expression.observed.en.sha256_0d7bd9f75c692b2d69a4019e04b9d959ba9b7566b0d92596fc417e72cde2d28e	en	Golden Raisin and Cocoa	golden raisin and cocoa	golden raisin and cocoa	1	1
expression.observed.en.sha256_30c241f59b72d41abf18a36ed3541b8f05e7d7eccf30f5227917bb9e9b955cc5	en	Golden Raisin and Panela	golden raisin and panela	golden raisin and panela	1	1
expression.observed.en.sha256_99bb9e10f11ded9340f1182235bce8719ec72562f4ab409e84612347340ce3bc	en	Golden Raisin and White Chocolate	golden raisin and white chocolate	golden raisin and white chocolate	1	1
expression.observed.en.sha256_72ae42c19c3aa65ec1f9db1a092825d5c3d051ae03a4fcd90459889ad6e905ca	en	golden raspberry	golden raspberry	golden raspberry	1	1
expression.observed.en.sha256_09bd9adbc9ca083f90139ac6672d37b32e805990dbddccd2eb47808611d78033	en	Goldenberry	goldenberry	goldenberry	1	1
expression.observed.en.sha256_7629aa132532b528cbd6a927e165b92ff3cc947ef48a44680eba5d089cddde42	en	good body	good body	good body	1	1
expression.observed.en.sha256_b9dc640ad18e2aac6797f240a43d87f5f3ea513f7403a0962b5c062e2f257aba	en	good body and sweetness	good body and sweetness	good body and sweetness	1	1
expression.observed.en.sha256_93e331cc6c13f27c1069c1c580daa2c96ce04224652a32fd72af65d64ab34516	en	Gooseberry	gooseberry	gooseberry	2	4
expression.observed.en.sha256_fa7c171ac94aac19ab64b4e84469f6956f9d89fe62fdf657b9323f34f83eee44	en	Graham	graham	graham	1	4
expression.observed.en.sha256_811ace113e52d20cb688df022048df460d0a8b786d74527e06366f738d21b3b2	en	Graham cracker	graham cracker	graham cracker	2	3
expression.observed.en.sha256_0fdaf704dee4646298dc6a989320b7d8515d308b62c20705e395314d08ed502e	en	Graham cracker sweetness	graham cracker sweetness	graham cracker sweetness	1	1
expression.observed.en.sha256_b75117d4d7febe23cc174136a1d9bf5030ba42355092667798b3d0aa10d143de	en	graham crackers	graham crackers	graham crackers	1	1
expression.observed.en.sha256_89601a2c41e3b6bc691048f6228756a0f4a60373c07c3578d798486028d741c1	en	granola	granola	granola	1	1
expression.observed.en.sha256_0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	en	Grape	grape	grape	2	23
expression.observed.en.sha256_e53382edcae3830c7a6a2af8c86685ecab2a7d4a83b2d68857e5e347ba99f97c	en	Grape and Citrus	grape and citrus	grape and citrus	1	2
expression.observed.en.sha256_a3ca185bae54f6f5d3cc3edf5e81c2b99c928abbe394935acae202d2e4a41f44	en	grape and hazelnut	grape and hazelnut	grape and hazelnut	1	1
expression.observed.en.sha256_3fdec20396154a5526729d93723dd87ac73b923ca4c9f75df33540bf0b851944	en	Grape and Smooth	grape and smooth	grape and smooth	1	1
expression.observed.en.sha256_7e971990c7bf4ad9f004b6cddefe952a36329dc1f7bd174c5ae889c92e5908e4	en	Grape and Toffee	grape and toffee	grape and toffee	1	1
expression.observed.en.sha256_602d04539175d0a93de9e571f15ed1055fe3c2a1d6e2ce62f8af2071eb69afbc	en	Grape Candy	grape candy	grape candy	2	3
expression.observed.en.sha256_c02d3ff0c1b7b7768fcec5e8cf82d6ad92e40d49dfa620e910f9f595d2d2aab4	en	Grape jam	grape jam	grape jam	1	1
expression.observed.en.sha256_dd1751ed915f457c493d76bf52c177b2e231355984b1db43deced1d6697fe838	en	grape skin and blood orange	grape skin and blood orange	grape skin and blood orange	1	1
expression.observed.en.sha256_e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	en	Grapefruit	grapefruit	grapefruit	2	34
expression.observed.en.sha256_b4d439da371714af4eff29284982458bfa3fa62011a6466e14c2496c34ed68ff	en	grapefruit acidity	grapefruit acidity	grapefruit acidity	1	1
expression.observed.en.sha256_1811b8cf99c8e3ff41072de0be199ac3e49e917e024a048be307acc6a6889ee6	en	Grapefruit and Peach	grapefruit and peach	grapefruit and peach	1	1
expression.observed.en.sha256_ed58ff280e19d4aade84f4ca9a565840ffae657fa3cdd67f55bccb7453139f23	en	grapefruit and raw honey	grapefruit and raw honey	grapefruit and raw honey	1	1
expression.observed.en.sha256_8286ee4ea8f54f0276bcd4a125de6fd38a58534eebe24df396f05febeee3a91a	en	Grapes	grapes	grapes	2	4
expression.observed.en.sha256_236306fb0edd22811ba61565727d0cc639230541cdaccc581050d0fa9deaef10	en	grapes and almonds	grapes and almonds	grapes and almonds	1	1
expression.observed.en.sha256_db371065eceb667c993c765b271ea75132925131259b26bc8b0dcf950ea9396d	en	Great Body	great body	great body	1	1
expression.observed.en.sha256_2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	en	Green Apple	green apple	green apple	3	20
expression.observed.en.sha256_bc284ec53e7f65d0366c93ba998357661a914c619c60074b07ea2742af6761ba	en	green apple & honey	green apple & honey	green apple & honey	1	1
expression.observed.en.sha256_15f73ad3c0f20453274489ed6c2fee55367fc04e25d71af8c76d824d376cb674	en	green apple & milk chocolate	green apple & milk chocolate	green apple & milk chocolate	1	1
expression.observed.en.sha256_5fe0f77ef88fe85fbf082b3795c320f772f7880ef5a0a63a34523f82a6c6e5c9	en	green apple reminding of drinking chocolate with marshmallows	green apple reminding of drinking chocolate with marshmallows	green apple reminding of drinking chocolate with marshmallows	1	1
expression.observed.en.sha256_7c108716fae5e53d49ae1dd561272f8d8df26837eadd53917adc1285355a0dab	en	Green delicious apple	green delicious apple	green delicious apple	1	1
expression.observed.en.sha256_f2d981154cce80f5533d12cff319d2da4198f9b243e8831e40827cbfc714a5e7	en	green fodder	green fodder	green fodder	1	1
expression.observed.en.sha256_92585bfe24e3f8d73f47b2ed72d1e0174754f9f658325f9cea4eef18cafee142	en	Green Grape	green grape	green grape	3	11
expression.observed.en.sha256_afebf68ba311e719fdf893915c8a235d3f99b113b18cb4a7e356a22fe08f8b41	en	green grape and cacao	green grape and cacao	green grape and cacao	1	1
expression.observed.en.sha256_df1af2abc6597cc486fafaf48bfd3517f90f256dd244c9749b1f42fb061a24e8	en	Green grapes	green grapes	green grapes	2	2
expression.observed.en.sha256_69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	en	Green Tea	green tea	green tea	2	10
expression.observed.en.sha256_669865f52a88c6672f60c21b344b16057d1daca1c5f5fff525a1faf02b027f4f	en	grenache	grenache	grenache	1	1
expression.observed.en.sha256_f5d1611232b9b6a31561d4f43f839a36fd3cf71ff9fac86e5c6946ae96545090	en	Grenadine	grenadine	grenadine	2	2
