pair_key	subject_expression_key	object_expression_key	subject_basic_normalized_text	object_basic_normalized_text	subject_normalized_text	object_normalized_text	document_cooccurrence_count	sample_count	npmi	subject_given_object_probability	object_given_subject_probability	subject_document_frequency	object_document_frequency	value_semantics
cooccurrence.firstbloom-a6cb002-pilot-v1.715759e3a67e774d5bcbd2a61e9dfe50b64b13246f4e354d84c97a4175ad2914	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	bergamot	citrus	bergamot	citrus	1	2474	0.06784886573645928	0.017857142857142856	0.038461538461538464	26	56	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.80151b8679e908b3b30075a98b9512bf642a6c94cbb5e546fa722854b27a40b8	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_0a052c147632c55a2ac98b4578fd75a8ff142bff9c94be915a41f0c4cca06630	bergamot	cotton candy	bergamot	cotton candy	1	2474	0.40560101360987455	0.25	0.038461538461538464	26	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e5fb1834381f8c46f98fa51c64b54c35da07256f09a123497050f278dce4b6f6	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b	bergamot	cranberry	bergamot	cranberry	1	2474	0.17628784090493282	0.041666666666666664	0.038461538461538464	26	24	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8cc1707039f6d858c332fa7bbc73546cf8a687dd42f4e4b7232ff340e77e044a	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_5e000eb2edc7f02fac2554526fa2f977284c1f62cd7678f94dac7162af1a3f73	bergamot	cranberry and lilac	bergamot	cranberry and lilac	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.028951f91d7582160ef8b45b908b73ceb0894ab112f03f54e32296f3fb0a4513	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	bergamot	dark chocolate	bergamot	dark chocolate	1	2474	-0.02312680823395024	0.008771929824561403	0.038461538461538464	26	114	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.99cae8ea1534633983952f25566a4bda0a5f82a3cf9bb12bd2a27176b217a9c2	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	bergamot	floral	bergamot	floral	2	2474	0.10673572968359453	0.02247191011235955	0.07692307692307693	26	89	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fd77f6d6b000e254b8acacad39d12a05d07dd35d608c6fc17a78146e056aaf64	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_4e8298bca6b50050454c4819b193942f0aa07f63bd84ca0cdaf4db5ebfbf6d3b	bergamot	fresh peach and candied lemon and lime	bergamot	fresh peach and candied lemon and lime	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.818455ad02868b3bdb35ecc2db653fdaf55e5d329d7514ffb3eff2cf698647b5	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_93e331cc6c13f27c1069c1c580daa2c96ce04224652a32fd72af65d64ab34516	bergamot	gooseberry	bergamot	gooseberry	1	2474	0.40560101360987455	0.25	0.038461538461538464	26	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.c6effa0e7a52a5d3a794d641d079c34b6797b939593dc1ad683cf8e666d8989b	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	bergamot	grapefruit	bergamot	grapefruit	1	2474	0.13171081228656267	0.029411764705882353	0.038461538461538464	26	34	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6e2c841e751080068318ce188a6e9d72faea27c4eca0c325e166c6f878f46cc7	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_fe9bc38ed7f5178ec88871477a1aa098300d9a5acf6cebda0d3e049cb30dd554	bergamot	honey melon	bergamot	honey melon	1	2474	0.4943114582066405	0.5	0.038461538461538464	26	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.039a7a36dfe56a206dc6e5a8117fcbeebc58f17a52d3f53bfbc30b0f029b6d71	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_6aa36afb63c01bccc8d7d930e7437edd6e4af9293967e7f86488bfeafc3fdf58	bergamot	honeydew and lilac	bergamot	honeydew and lilac	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a9604930c39a8cb1393bb729e181a47a8e99073753bab135c346e2f833af0449	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_35e06e42afa827fe993fc7375b9460d9c4d28915ae07e95543552a64d8e228ea	bergamot	honeydew melon	bergamot	honeydew melon	1	2474	0.3537087300984647	0.16666666666666666	0.038461538461538464	26	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ce00107d439c41611cca3accdcd810e801cdde72e85b2f74169e789e125278a8	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	bergamot	jasmine	bergamot	jasmine	6	2474	0.38857299014544133	0.10909090909090909	0.23076923076923078	26	55	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6a66bb8c1cfe0afa15287ff6f2173784aa30201676769998a48e4cace487876a	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_d18796e454d9257fdd8ce8a6099351e0038b66166c615e8430564c50037c78d3	bergamot	lasting fruity finish	bergamot	lasting fruity finish	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2f8b93d588a9f874a3d71eb10ba5392d5403ebff3a152851ed64777599e65efc	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	bergamot	lemon	bergamot	lemon	1	2474	0.07981852877515287	0.0196078431372549	0.038461538461538464	26	51	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7e9a2ae55e4d2e3a3216404c291ffea1b0b4bfd1f02f79431554977175aa7c20	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_da3037cc581a5fd03d4d8c788cb930ee3fa506a56500796440ce7c1275086839	bergamot	lemon and jasmine flower	bergamot	lemon and jasmine flower	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.b80c64302e6b5ff0d4d79936397dca104f51eb48a1f18c446cde52251a05790c	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_4b04681f470cd3574b97418519dfe1888b68494657ee6beab85bbbbdcfd9efa5	bergamot	lemon peel	bergamot	lemon peel	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.adfa47c6de2ba468da25e797f8ba45f14d7dc5f506257190d2a4167b61698b1c	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_13cc358c604102b8449c47603475881c635e9cb112c6e4e6cf1c0e867c29a1ee	bergamot	lemonade	bergamot	lemonade	1	2474	0.33398019952675717	0.14285714285714285	0.038461538461538464	26	7	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.76121929f142fc7c2e56a6a84731faf54af24d02d42e498975868f58b1a48a7f	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_cbbd23cc32c5016b0017c4ec7a98cc82fda6edbaeccf27d72453006067d821cd	bergamot	lemongrass	bergamot	lemongrass	1	2474	0.3537087300984647	0.16666666666666666	0.038461538461538464	26	6	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.12d76086bb2ba733d385eb5c2f920008ddafe343c6c1c64f0e01c004846b9b6b	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	bergamot	lime	bergamot	lime	1	2474	0.09027185621884352	0.02127659574468085	0.038461538461538464	26	47	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a8127a73e3de4b496a541e775233d34bc78b91d99018ac4600d3d041251f34fa	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_7d9f72f6de608982c43aabd062f0c77abc27f18afdfee5aefe0e07e0040d10ba	bergamot	lychee	bergamot	lychee	1	2474	0.25475425020357884	0.07692307692307693	0.038461538461538464	26	13	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.684a36ece63e04a5d543074e345259d743cf36d03c8f28a972d52650f8fd9b6f	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	bergamot	melon	bergamot	melon	1	2474	0.18742374126521613	0.045454545454545456	0.038461538461538464	26	22	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.706c93d56d71c01d36b8e4dd1f0f087a534416e62fb6597692afeb879d2107ec	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	bergamot	nectarine	bergamot	nectarine	1	2474	0.1612137184788792	0.037037037037037035	0.038461538461538464	26	27	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6cdf27e10d9ab6e18fd992626af9e07ace34b740273caf514400a323d3b32abf	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_8ae6b3fb7e1fc16bee1e8a222b637a1cc3babe18ff62bf201b36a89db506eea2	bergamot	orange peel	bergamot	orange peel	1	2474	0.3168905690131086	0.125	0.038461538461538464	26	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.87584ce3f2591cf94cee84e0871536ba4fa8a337d14beebc134fcc6923d9cfa4	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	bergamot	peach	bergamot	peach	2	2474	0.14046131127985842	0.02857142857142857	0.07692307692307693	26	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.bacddc99f5fee3503da6051ebc12d6280529b68e0db76e1b953501bd81ed88c7	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_3c60ae9b8a71a079e2b45163e1f9498e363d44e21d07dda14ecb35f052d21ba0	bergamot	peach and meyer lemon	bergamot	peach and meyer lemon	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.0b2a31e32f331434056eb56540db6235fff5d9534367db575a96b4a482f15c17	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	bergamot	rose	bergamot	rose	1	2474	0.23643990107605103	0.06666666666666667	0.038461538461538464	26	15	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4d31412826c9e40a435202061de5bd7ee9f4fe5efddcb95ded533ba3fddc9da1	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9	bergamot	stone fruit	bergamot	stone fruit	1	2474	0.16604380560681287	0.038461538461538464	0.038461538461538464	26	26	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d463e69192989e10a0f66f7dfed1180f5904cda0d3c51fa8a605d6190ce2afa0	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34	bergamot	tropical	bergamot	tropical	1	2474	0.33398019952675717	0.14285714285714285	0.038461538461538464	26	7	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.edc96ac22269074e46a47755ff817b0ac32b36fec0fc4be28affa8eb0f118737	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_cc50aef99a29a959f3ecd29dfa239b88e783bf17c5a1e67c14445e7f78c01423	bergamot	tropical fruit and honey	bergamot	tropical fruit and honey	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.de21bd6b66942d3eee74fd843006717c488b5ea52b6bb84b1ce0d562abe0cf39	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	bergamot	vanilla	bergamot	vanilla	1	2474	0.07489553266419527	0.018867924528301886	0.038461538461538464	26	53	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.9f0bf3dbf6c48bdb555060d297ec69bdfa10e279d3b801dd61b5a14b180c4132	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_e2cf453f83ffc45c4cb7f9f29548ca10c90f7cc049b7cebae67de18ae67a4dd5	bergamot	white cherry	bergamot	white cherry	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6db42deb27eef5760f9a9c271f8d2860d6f1e0a58a0f7dc2541c636cabcc1f5b	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_951ddbb4bd97653ed69e14deb3466a5ac54289f211c1e1699dbb44cc8f3ccd22	bergamot	white chrysanthemum	bergamot	white chrysanthemum	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d05d0158c097baf2630d9980d001053c945913656fc46d52d205415447cc32ca	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_c16a53f912ffe00d337fc477e4503b4d78e0d753ea88453ca865ef35dc849f7f	bergamot	white peach	bergamot	white peach	1	2474	0.3168905690131086	0.125	0.038461538461538464	26	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.9f6ad1e65dd461562595e08c24e53df7c5bb76ac4f0a3481fc07e5f1585ca2ba	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	expression.observed.en.sha256_cfe1ad9ec0024032ab6debc6a6e5d20b65893273e9731dc00033fdd02bca93b1	bergamot	yuzu	bergamot	yuzu	1	2474	0.5830219028034065	1.0	0.038461538461538464	26	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f8d561b5acfd37a7512e7d5535b0ed220778561a2fa210aabed4a0fb716a1147	expression.observed.en.sha256_654ce2dcb2c7fc3285a92fd6e1a89e966a331b81d54d390bbd81f043993dab31	expression.observed.en.sha256_cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	bergamot and honeycomb	tangerine	bergamot and honeycomb	tangerine	1	2474	0.5278893925905225	0.025	1.0	1	40	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a5e3641bf6ae1873a2bebdf1323b07fecb85b74c29eef3f7e8d95b997ac4a6a3	expression.observed.en.sha256_e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	berries	brown sugar	berries	brown sugar	1	2474	0.044456380191219225	0.013157894736842105	0.043478260869565216	23	76	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.97964198faca63d909d75f5981d6db3d2beacae7083854786a33783d83504b75	expression.observed.en.sha256_e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251	expression.observed.en.sha256_95163716f595838207178682af9d39338cd210925e98f9b5fa8169ce9a1b483b	berries	cacao	berries	cacao	1	2474	0.2153126449044545	0.05	0.043478260869565216	23	20	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
