observation_key	document_key	ordinal	observation_text	raw_phrase_sha256	unicode_character_count	source_character_start	source_character_end	retained	exclusion_reason	basic_normalized_text	normalized_text	expression_key
observation.firstbloom.release_1067.002	document.firstbloom.release_1067	2	Raisin and Banana	9886caf2e52d6dec7c42e7494006f4ba975d4195a21daf3d98a776d02ba725df	17	7	24	true		raisin and banana	raisin and banana	expression.observed.en.sha256_cd5c7914875192ed9ca88fdbac065aa0e957f77d70bc1437df359336d8309dfa
observation.firstbloom.release_1076.001	document.firstbloom.release_1076	1	Green Tea	61fc28a276db27607444a5c43963600588fc1a20b874282dcf0ec2e5d95980b7	9	0	9	true		green tea	green tea	expression.observed.en.sha256_69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832
observation.firstbloom.release_1076.002	document.firstbloom.release_1076	2	Blackberry and Vanilla Ice Cream	1901c028400b76b46c6cf5489cb76f1d93078fb6644f07529b9884ed3f5a294f	32	11	43	true		blackberry and vanilla ice cream	blackberry and vanilla ice cream	expression.observed.en.sha256_943c0990817cdafcf9609f46bbbdbf931e4b7805c472c3d1ffb55ce50f0e4aaa
observation.firstbloom.release_4346.001	document.firstbloom.release_4346	1		5968641077469eabd54c48da5697de9de1502110104191d57e65761a0bd0e960	13	0	13	false	rights_complete_field_surface			
observation.firstbloom.release_4346.002	document.firstbloom.release_4346	2	red ripe fruit	9f9a71eae4afd4a16b3b1e3ecaf32b5b65078f24662d63baf57ead049a1d4c19	14	15	29	true		red ripe fruit	red ripe fruit	expression.observed.en.sha256_9f9a71eae4afd4a16b3b1e3ecaf32b5b65078f24662d63baf57ead049a1d4c19
observation.firstbloom.release_4346.003	document.firstbloom.release_4346	3	complex	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	7	31	38	true		complex	complex	expression.observed.en.sha256_ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76
observation.firstbloom.release_3590.001	document.firstbloom.release_3590	1	Cherry	abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	6	0	6	true		cherry	cherry	expression.observed.en.sha256_2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e
observation.firstbloom.release_3590.002	document.firstbloom.release_3590	2	cranberry	d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b	9	8	17	true		cranberry	cranberry	expression.observed.en.sha256_d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b
observation.firstbloom.release_3590.003	document.firstbloom.release_3590	3	chocolate	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	9	19	28	true		chocolate	chocolate	expression.observed.en.sha256_7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35
observation.firstbloom.release_1124.001	document.firstbloom.release_1124	1	Raspberry	6b9e1f86100c7a63b855407d3032e014cb668c33aec60779cbe1c24381da0980	9	0	9	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_1124.002	document.firstbloom.release_1124	2	floral	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	6	11	17	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_1124.003	document.firstbloom.release_1124	3	jammy	68eb4dd9bf894f6eb07654d30a42f95b957e1036a87a996d443a5684c87afc46	5	19	24	true		jammy	jammy	expression.observed.en.sha256_68eb4dd9bf894f6eb07654d30a42f95b957e1036a87a996d443a5684c87afc46
observation.firstbloom.release_3967.001	document.firstbloom.release_3967	1		0171777756fd5e27d8da4981425d939f3fd18b0aa3178bac6cfb765b40d53e86	40	0	40	false	dual_review_non_english			
observation.firstbloom.release_3967.002	document.firstbloom.release_3967	2		b2aa157d69b155f652473dcdf01f370a8c6bf27d04ad8f84ecc56dc23384a66a	89	42	131	false	rights_boundary_gt_80_unicode_characters			
observation.firstbloom.release_3967.003	document.firstbloom.release_3967	3		ccad82dd8a90cad70aab9d5ce8c6e6a2c0442b3154e6b25b8185da5cc84ed789	36	133	169	false	dual_review_non_english			
observation.firstbloom.release_1156.001	document.firstbloom.release_1156	1	Bergamot	fb3f697e17c4ff2ea20ef9c436b41f1bbafb9ad7e4fc96f1596c619853c38b0d	8	0	8	true		bergamot	bergamot	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693
observation.firstbloom.release_1156.002	document.firstbloom.release_1156	2	vanilla	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	7	10	17	true		vanilla	vanilla	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69
observation.firstbloom.release_1156.003	document.firstbloom.release_1156	3	blueberry	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	9	19	28	true		blueberry	blueberry	expression.observed.en.sha256_ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c
observation.firstbloom.release_1540.001	document.firstbloom.release_1540	1		a02a3957dc7fe3029824d2ae5aa0699c2adbe974c6082997fa83461b7090a36c	5	0	5	false	dual_review_non_english			
observation.firstbloom.release_1540.002	document.firstbloom.release_1540	2	cola	42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	4	7	11	true		cola	cola	expression.observed.en.sha256_42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35
observation.firstbloom.release_1540.003	document.firstbloom.release_1540	3		dabb40fbb762f8619e198dd68ef2d8d87e3c6d9f13f68c1d03b54d4dfcb14671	17	13	30	false	dual_review_non_english			
observation.firstbloom.release_1540.004	document.firstbloom.release_1540	4	blackberry	fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c	10	31	41	true		blackberry	blackberry	expression.observed.en.sha256_fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c
observation.firstbloom.release_1540.005	document.firstbloom.release_1540	5	cola	42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	4	43	47	true		cola	cola	expression.observed.en.sha256_42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35
observation.firstbloom.release_1540.006	document.firstbloom.release_1540	6		19dc06c82d40cc691fdac56f8146ff78f2d74e2153761424ba5f2a37e23764cd	18	49	67	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_1257.001	document.firstbloom.release_1257	1	Peanut butter	90ab90769a3f02c6a6700ba7d49bea3e48281ce5f0a7e29a020459cfb5dcc103	13	0	13	true		peanut butter	peanut butter	expression.observed.en.sha256_8ab7d8548a9a844cc15713a9cb891fbc74631843de1677673df02f43dbe489ce
observation.firstbloom.release_1257.002	document.firstbloom.release_1257	2	red grapes	4718f945db3254e62323c8b286e3a8422100834168c8f702a1b2ef2ecf7fe099	10	15	25	true		red grapes	red grapes	expression.observed.en.sha256_4718f945db3254e62323c8b286e3a8422100834168c8f702a1b2ef2ecf7fe099
observation.firstbloom.release_1257.003	document.firstbloom.release_1257	3	raisins	a7f62d7fa5c552c0f254e33bcbbd67088304c2f65753ad1e5b844b3a08a3b67e	7	27	34	true		raisins	raisins	expression.observed.en.sha256_a7f62d7fa5c552c0f254e33bcbbd67088304c2f65753ad1e5b844b3a08a3b67e
observation.firstbloom.release_2281.001	document.firstbloom.release_2281	1	Malty	2000dbac78a6f792e97019826f35d66e3f8a224eac8eca3f7a2ad156e99b7723	5	0	5	true		malty	malty	expression.observed.en.sha256_a0a69888e626ceb8910c7003ed4f12b13760c30f7f9773463303cfbe7d136bf7
observation.firstbloom.release_2281.002	document.firstbloom.release_2281	2	chocolate	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	9	7	16	true		chocolate	chocolate	expression.observed.en.sha256_7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35
observation.firstbloom.release_2281.003	document.firstbloom.release_2281	3	clean	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	5	18	23	true		clean	clean	expression.observed.en.sha256_3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e
observation.firstbloom.release_4688.001	document.firstbloom.release_4688	1		d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_4688.002	document.firstbloom.release_4688	2		1933c75b79d5b36e1075308895376520de61b92d5353494a2013bcc75b3b604f	37	11	48	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_1382.001	document.firstbloom.release_1382	1	Sweet grapefruit	50a5a1066ae6980d4b44b765a68d0f74bfc69a0bbe352b7cb0988060bfe75787	16	0	16	true		sweet grapefruit	sweet grapefruit	expression.observed.en.sha256_9093d7e4e018e93a5bbfa677f0a54f0ca608979fbb37272106a05d03f5b0d9f5
observation.firstbloom.release_1382.002	document.firstbloom.release_1382	2	chocolate	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	9	18	27	true		chocolate	chocolate	expression.observed.en.sha256_7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35
observation.firstbloom.release_1382.003	document.firstbloom.release_1382	3	juicy	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	5	29	34	true		juicy	juicy	expression.observed.en.sha256_5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944
observation.firstbloom.release_1382.004	document.firstbloom.release_1382	4	fig cookies	0828e8fcbf569a10ebbe975c54b1b108b6d70696f8c098b6f8160bbc96b133e5	11	36	47	true		fig cookies	fig cookies	expression.observed.en.sha256_0828e8fcbf569a10ebbe975c54b1b108b6d70696f8c098b6f8160bbc96b133e5
observation.firstbloom.release_1392.001	document.firstbloom.release_1392	1	Silky body	9013d4340d0b7665552894343da4d99480a5b27081fe53437e125c804e3b06dc	10	0	10	true		silky body	silky body	expression.observed.en.sha256_126a68e47a731cffec5e37a202794020f26c61b938fdd172a24b160582be794c
observation.firstbloom.release_1392.002	document.firstbloom.release_1392	2	raspberry and clementines	9fa83f8e4ee77145255d8b7cd8500abc01ae4563a5dc6913a320c61d721c25f1	25	12	37	true		raspberry and clementines	raspberry and clementines	expression.observed.en.sha256_9fa83f8e4ee77145255d8b7cd8500abc01ae4563a5dc6913a320c61d721c25f1
observation.firstbloom.release_1416.001	document.firstbloom.release_1416	1	Watermelon	4b4e11cc0735d5727305af841fd9095f63dab30ff512e7ee2f5797949f840b0a	10	0	10	true		watermelon	watermelon	expression.observed.en.sha256_31a2d5282683edb3a22c565f199aa96fb9ffb3107af35aad92ee1cd567cfc25d
observation.firstbloom.release_1416.002	document.firstbloom.release_1416	2	Apple	f223faa96f22916294922b171a2696d868fd1f9129302eb41a45b2a2ea2ebbfd	5	12	17	true		apple	apple	expression.observed.en.sha256_3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b
observation.firstbloom.release_1416.003	document.firstbloom.release_1416	3	Citrus and Chocolate	42bfca6668792e87488f5050ea72cb2ec0f6d1cde61753ef2ed32a3fcfb156a1	20	19	39	true		citrus and chocolate	citrus and chocolate	expression.observed.en.sha256_74122890c08d631714bfdbc96f916a076b5b24ecca2165e5a50f2dda12028ddd
observation.firstbloom.release_1411.001	document.firstbloom.release_1411	1		4192c96ebd5f4b1420c68072696a605b2a55450d91faea2b180fa82855d3d8b8	45	0	45	false	rights_complete_field_surface			
observation.firstbloom.release_1459.001	document.firstbloom.release_1459	1	White Peach	91d1dd313784c45e5b16b365a26026babc118952840dba1b250ba150f14fafcf	11	0	11	true		white peach	white peach	expression.observed.en.sha256_c16a53f912ffe00d337fc477e4503b4d78e0d753ea88453ca865ef35dc849f7f
observation.firstbloom.release_1459.002	document.firstbloom.release_1459	2	Bergamot	fb3f697e17c4ff2ea20ef9c436b41f1bbafb9ad7e4fc96f1596c619853c38b0d	8	13	21	true		bergamot	bergamot	expression.observed.en.sha256_156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693
observation.firstbloom.release_1459.003	document.firstbloom.release_1459	3	Butter Pecan	0a6a03e689ca010449730623ff3e537e6bbe874603f3f03bc60d8b87374b3aa0	12	23	35	true		butter pecan	butter pecan	expression.observed.en.sha256_67ffc4e6bd11066242792e521a222d5bdc18ccaaec16dab2c3238ad98f3d92d1
observation.firstbloom.release_1459.004	document.firstbloom.release_1459	4	Chamomile	28c30418cca1a06c29972cc5c3fa515946f5851d67ae7654093b134f6087a481	9	37	46	true		chamomile	chamomile	expression.observed.en.sha256_2c74f1d403db57213c16ee769f0384859830f0499cc08d92d37407e6eb55c33e
observation.firstbloom.release_1451.001	document.firstbloom.release_1451	1	Blackcurrant	2595882f54e531dd2327991dc158fb5b752062ba0224356c71ce3c5a14756f78	12	0	12	true		blackcurrant	blackcurrant	expression.observed.en.sha256_e4e1d29fb4cd4b169280068d66e9e5e5c26bed974b53b497d8ea22a4b4025b48
observation.firstbloom.release_1451.002	document.firstbloom.release_1451	2	pineapple & honey	198250c77296ce1cb26d87ab3e67bbefa937a4e4aeb654005cfbcb3c724c0a36	17	14	31	true		pineapple & honey	pineapple & honey	expression.observed.en.sha256_198250c77296ce1cb26d87ab3e67bbefa937a4e4aeb654005cfbcb3c724c0a36
observation.firstbloom.release_1462.001	document.firstbloom.release_1462	1	Honeysuckle	4686910fd76d2c9f23824dbd0736180a8300ffb93d3764e8e2ca10a20379cffa	11	0	11	true		honeysuckle	honeysuckle	expression.observed.en.sha256_3efaf748979e929f47a9bcd1bac5c3abd35bbd923aeac977a50cb7382e2570f0
observation.firstbloom.release_1462.002	document.firstbloom.release_1462	2	orange zest	36ae583609d7fb39f8b89851e2001526f3da6593f584bbe8091f165d9ec57565	11	13	24	true		orange zest	orange zest	expression.observed.en.sha256_36ae583609d7fb39f8b89851e2001526f3da6593f584bbe8091f165d9ec57565
observation.firstbloom.release_1462.003	document.firstbloom.release_1462	3		bf7e9c2dc798fe818fd62b6a4e231a24044d8cbe3ff31e1727cf95fdeb9439ac	4	26	30	false	dual_review_disagreement			
observation.firstbloom.release_3225.001	document.firstbloom.release_3225	1	Blackberry	0187cf006f58f6f8aa69b24023ca18894ba5384582b76eb54a69ad1e46402544	10	0	10	true		blackberry	blackberry	expression.observed.en.sha256_fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c
observation.firstbloom.release_3225.002	document.firstbloom.release_3225	2	Lime	c9665c96a8678e037a9ca363b9b6fbf0b7942ae352f1f6c807f45f9094c9ec9a	4	12	16	true		lime	lime	expression.observed.en.sha256_efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505
observation.firstbloom.release_3225.003	document.firstbloom.release_3225	3		028665f6aafe6bad860e2e4a94a34e3d09723e4ec552b8b039759f78007e1127	11	18	29	false	dual_review_disagreement			
observation.firstbloom.release_1617.001	document.firstbloom.release_1617	1		755a915fec6fbd492b116e6543a0f38a5c304d5f8b69cd9cea50b862b58088cf	31	0	31	false	rights_complete_field_surface			
observation.firstbloom.release_1584.001	document.firstbloom.release_1584	1	Amarena Cherry	08ec01a946a23f70cf2340eb09c1c3bac4bcd06272f515ab9791840f6e7062ae	14	0	14	true		amarena cherry	amarena cherry	expression.observed.en.sha256_1e2d23451374a4d74a44b45d19c647b49cba7e16e7df648c066d3f9c3c2927d2
observation.firstbloom.release_1584.002	document.firstbloom.release_1584	2	Praline and Jasmine	d44b50322c0b9a68e1ae4975b0e38deb799b24b2d0791203fde3e66e134b38b5	19	16	35	true		praline and jasmine	praline and jasmine	expression.observed.en.sha256_aeb91bb574b34dd3e5edff3fea7dd14448956fa0fbe2406098ba7b99fca1dfd4
observation.firstbloom.release_2017.001	document.firstbloom.release_2017	1	Nectarine	0c70766d494019554723cb5ca67294e551066044f888744bc85f67769433dd64	9	0	9	true		nectarine	nectarine	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401
observation.firstbloom.release_2017.002	document.firstbloom.release_2017	2	Jasmine and Lemon	19372b5deeeeb2b696cd3f1741a20f9a8829270beb4f415b32a5487839a19365	17	11	28	true		jasmine and lemon	jasmine and lemon	expression.observed.en.sha256_3a0889fd39de6f15780f5481a83a83eb95544b01c8829ad18ed1ddf2a1bdeb60
observation.firstbloom.release_1615.001	document.firstbloom.release_1615	1	Tart Strawberry	16035539a20f0c9a889040e82629ee94fae3d2b75a5325b627456f72ea7eebeb	15	0	15	true		tart strawberry	tart strawberry	expression.observed.en.sha256_fe43afb86d0dc9cc586da2f1edd88b0c1eb8f379891adf51f6f91b6b514be541
observation.firstbloom.release_1615.002	document.firstbloom.release_1615	2	Tropical Citrus and Floral	53e688811e3c0f9204c8ef097332d6d4a4021db634e1262605608fc42f793c6e	26	17	43	true		tropical citrus and floral	tropical citrus and floral	expression.observed.en.sha256_37d3649194029cdaaaa52ea11e833dedfcc65c70bbca28e989e11f4dd3f531d7
observation.firstbloom.release_1664.001	document.firstbloom.release_1664	1		6aea60561122761deeed7231d26654508c58623491026d01b40a8e4a70aeb572	20	0	20	false	rights_complete_field_surface			
observation.firstbloom.release_1720.001	document.firstbloom.release_1720	1	Honeysuckle	4686910fd76d2c9f23824dbd0736180a8300ffb93d3764e8e2ca10a20379cffa	11	0	11	true		honeysuckle	honeysuckle	expression.observed.en.sha256_3efaf748979e929f47a9bcd1bac5c3abd35bbd923aeac977a50cb7382e2570f0
observation.firstbloom.release_1720.002	document.firstbloom.release_1720	2	Peach	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	5	13	18	true		peach	peach	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265
observation.firstbloom.release_1720.003	document.firstbloom.release_1720	3	Ginger and Bergamot	9a5346cdd816a15dba14d09e6052d283eb753b2e63292363a98492ab4757f13f	19	20	39	true		ginger and bergamot	ginger and bergamot	expression.observed.en.sha256_9d1a8cc2da39cb0030403d1c62fc19b636cd8c13cc4481101ba9d0f5362b8fa5
observation.firstbloom.release_1733.001	document.firstbloom.release_1733	1		964a9ae2c31f2562b01aa3c3d38164f2f704317cf966af26880a1b3568871b9f	61	0	61	false	rights_complete_field_surface			
observation.firstbloom.release_1866.001	document.firstbloom.release_1866	1		6d64383021d98699cbad5619e128f27846da008beb01923450e3efb1b7154b39	56	0	56	false	rights_complete_field_surface			
observation.firstbloom.release_3385.001	document.firstbloom.release_3385	1	Floral	b579d00d3939d52a938bd668aac42867b420e42ac987dd438beafb1a4f637d20	6	0	6	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_3385.002	document.firstbloom.release_3385	2	meyer lemon	218863ac46e7f550771679ecb5097ee6308890b65c76d2106561f1c5054c1253	11	8	19	true		meyer lemon	meyer lemon	expression.observed.en.sha256_218863ac46e7f550771679ecb5097ee6308890b65c76d2106561f1c5054c1253
observation.firstbloom.release_3385.003	document.firstbloom.release_3385	3	juicy	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	5	21	26	true		juicy	juicy	expression.observed.en.sha256_5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944
observation.firstbloom.release_1784.001	document.firstbloom.release_1784	1	Jasmine	7876ab82ad2df908f840d321b01fe60a7891c73e45f1857e7557e6f8295482e5	7	0	7	true		jasmine	jasmine	expression.observed.en.sha256_6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f
observation.firstbloom.release_1784.002	document.firstbloom.release_1784	2	Citrus and Peach	9625a65cb6506daac8baa0c68e25c951e6f7d1bff819e1c0d840f8d5f86197af	16	9	25	true		citrus and peach	citrus and peach	expression.observed.en.sha256_234f73d0798fd03dd8692912f4ac9d6596834d2d3d8a03d9bf9685c50997bdc0
observation.firstbloom.release_2166.001	document.firstbloom.release_2166	1		dadcc4a330b017ca9d9ae587547d4db43620fb6b9d27e6230350a7436ef75c1a	14	0	14	false	rights_complete_field_surface			
observation.firstbloom.release_2166.002	document.firstbloom.release_2166	2	Citrus and Floral	f1c41051e62a97b1142312693f7758421b0c9bba97733fe2ebb19e4184dfa0dd	17	16	33	true		citrus and floral	citrus and floral	expression.observed.en.sha256_6fc54571b082dc16edb343905d2aa9a804997b845178ff26daa72c25e9367351
