cleaned_descriptor_identity	canonical_concept_id	semantic_class	mapping_state	cleaned_assertion_support	effective_record_support	source_family_support	year_support	gold_support	silver_support	bronze_support	rights_affirmative_support	rights_pending_support	rights_unknown_support
cleaned-form:80a091770172b8d45dfb905d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:8106ef383a52f7a9fc1fc9db		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:826bcb9765f37ded2dfb6e89		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:82beaabfb5d6642b12204cd8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:84fb74545db5b578d1c0e3fc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:86119140b8973dcc666f8761		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:868e55edb051cc1f87d15519		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:903b3e79c198c222ec5f610a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:90cec2c2c7804697f3511914		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:90d8a2b7563e3cc525d1875c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:91b99e8bef7e566336d471a1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:933f3eb44878b405f0dde63d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:953731be0f4a2808fc64a5bf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:959532c25a6e6a67be4d6e58		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:964a9431ff491fd7e0d7436e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	0	1	1	0	0	2
cleaned-form:965b46f5fa31679327eb438f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:96747af46fc7032f991fed19		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:96b4a5346cd7647fc93f2bcc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:96f3fb146362712d5281e43d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:96f5e361a2db0734badb2ef9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:9743de27d6a9981a8ca41e94		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:985adc4dc7d1150fb300a58b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:9a06224a4495ec8d70e86af6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:9aafbfb222ed84a0f54f4790		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:9cd475ce74f2eab32c04a0ed		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:9e299bb0a44dfd48b7d03548		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:a1a166a00dca355bf3af0402		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:a1a91ce39ef417e703664fbf		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:a21c59b052d66f53a381b66c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:a2ffc2b9897188c257c6fb7c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:a3ca6741c993e279d6f67ef2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:a4a1536dfbc25344e90a74b2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:a4cf5e703ea05d936c9ce640		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:a50404fafc86e3eb64dbbe18		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:a678e9e1a27f63d512d2e7a5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:a6d65f74169cdd87f0101ce5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:a72eae913d6724960a7bbf9a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:a8ebd81398d8148249200915		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:a92c7aecfeb7dffc73b3220d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:a9ce7da82804396fcb8279fc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:ac714a6f533f23dfab34c126		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:ac8e1307f930049068cec40b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:adf0d3f5f1ada968fdea7329		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:ae5611f7b9891a2211759e30		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:afa6e9ab3ac6574d50e6b567		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	1	1	1	2	0	0	2	0	0
cleaned-form:b0249014adcd67a531cc413e		DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:b0d04ff05462189837234edb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:b19fdc3f1f81aa8e33fab5fa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:b1f51a511f1da0cd348b8f85		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:b2cff6856b9bdf5c9a582b02		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:b3429495a14719c2f8b96d2a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:b418d9f63527a9a4636469da		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	0	1	1	0	0	2
cleaned-form:b50d1c336a53edd66010d7e2		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:b527198c9c4b86d5aa4b86b7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:b6555e60952768983f04335e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:b843af19de8003583c645a04		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:b8a69e325a8b793a9b0c783c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:b930fc04351553cb6cb5b05b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:bb04722bb8c202e53cd1a027		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:bc5b2e7c593289be1938d194		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:bcf4a44c105afbed60d7530d		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:bd192a72446816b32a35b4d4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:bf439b04fe8b7d503596c031		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:c06b0cfe0cc5e900c5778448		STRICT_FLAVOR	AMBIGUOUS_MAPPING	2	2	1	2	0	2	0	0	0	2
cleaned-form:c0db3dca9797e2cc1a43f83e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c12da903ca98be3a943b7840		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c207996e90954a133a19ce9a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c2359a52cbe845599f81e38f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:c30d8b13bcc759e8b965c2e3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:c51ba39d42518294120c8b70		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c543bdb106f585b42a2be707		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c5a9899bc3b06f5d450d5fe5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c6171781d65f3ccce1135e3c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c6ba1bc31995e2f70618740f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:c7133be9573064c2f099247b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:c7fc5d6be496f2519fc66e5a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:c7feb093821991a1e29262de		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c80b53ade8d420676bd1d98a		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c928a2a4a3a23928d445d8af		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:c960ab959ced4bf733e88e25		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:c9e199ad7ecffc6901ddf353		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:c9ee2e6926e1242a643ec525		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:cb63d0a45a857b4846204144		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:cb6fec94760971d48686d800		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:ccc36d307d6c5e19981beb93		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:ceb8dc84870c41386bd6c09b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:cef2e28b43f00b6c4201abab		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:cf61000f30652e2fe6d75370		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:cf7712ff511ed546eb29cdff		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:cf990a4e3182ebe6502cbbf3		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:d190a5c2e87fd58db8fcac02		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	1	1	1	2	0	0	2	0	0
cleaned-form:d1e1cb80006683efd0084b50		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:d2928eaa40f90e68a9f0eafa		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:d293fc8caabf6fae1b8f25b7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:d2d88a157392239170c13434		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:d41d9e05fcfb0016518e3151		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:d5d4ffd6e1894c213a9ddb54		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:d6a371448221ad3ccf146322		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:d8c15a9eb5a039b39e6e4080		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:d8f9191f58a89511bdf2a5fd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:d92d5a817df7b98abe9cbf71		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:d94b45e506da0eed85f06db4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:d986cd467afb3f1be29c483f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:dbcc41f0a99d58bad3e99b72		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:dbef74fa9f96163f924ff919		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:dbf3d1733b8d2e5b170266c7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:dc553147848b6d2ef22a3047		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:dca13388cd38b5da22c8ac48		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:dd0cf4ed95b64c54deaf78a1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:dddee6f7472f5d2336c5edf6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:de6cc761c6c97b94ab82dac7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:df877645404747cb797334b8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:e0550f209134e6202f5ffaa7		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:e23da2c7b131e71dc92b6ec4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	0	2	0
cleaned-form:e31313c42e2403020b526ebc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:e3631af859505e889151f9b9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:e3867cf4ceefeef2b7c95d46		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:e78630ede70212a01875c984		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:e8c8f05fb417eca18defa716		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:e91708387dfedabd2dd69522		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:e91c254ad58860a02c788dfb		DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:e971c330aab8741082ab062c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:e9e9c2a293171e5f6a34a4bd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:ed655706bdecf6c92f427966		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:ed6895c5f52e8d43b33ea9dd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:ede3ae7d2b60dc857d3438a5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	2	0	0	2	0	0
cleaned-form:efa3f0119c7ca3c8c2480fc1		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:f1f0c8e3111c13eee2115335		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:f2c5d5d3d4083b033b732c10		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:f6841fa3768a78489469e66e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:f6cb78b43f4e68f18a76ff87		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:f7252b3b66124954aa44ed7b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:f90aef1de21cba2ae23e8948		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:f91a5f1ae1e84a94089d89dd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:fa09ff01e455a3a63e782696		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
cleaned-form:fb8f4afb1a1f8691132e563c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	2	2	1	1	0	1	0	1
cleaned-form:fd40686b5e99d764645a0f94		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	1	0	2	0	0	0	2
cleaned-form:fd8b18395ea9fd8d06bc54b9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	2	2	1	2	0	2	0	0	0	2
sensory.burnt	sensory.burnt	DEFECT_OR_NEGATIVE_SENSORY	AUTO_EXACT_CANONICAL	2	2	1	1	2	0	0	2	0	0
sensory.earthy	sensory.earthy	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	2	2	2	2	1	1	0	1	0	1
sensory.mouth_coating	sensory.mouth_coating	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	2	2	1	2	0	2	0	0	0	2
sensory.mushroom	sensory.mushroom	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	2	2	1	2	0	2	0	0	0	2
sensory.sour	sensory.sour	BROAD_SENSORY	AUTO_EXACT_CANONICAL	2	2	1	2	0	2	0	0	0	2
sensory.toast	sensory.toast	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	2	2	1	2	0	2	0	0	0	2
cleaned-form:00211591ce366b871a8d3851		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:007b30c58c7ec5cddea593e6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:00971891d0a3c857d5d9da31		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:00bf2a71bb491c2c412609a4		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:00dd4700a8e6b3aba2e4bf04		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:00f42b36508dbff43354e9e8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:00f7f5e01c7c1b3572666d67		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:011804ce39302447e5307f7e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:01551b23992df410e1dd7c52		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0166c656bcbdb629c7137901		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0178759a92574eed8a50482c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:01a9d45489b2279d7f0f5af6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:01ace5cb07864605cda2e38c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:01bce3153df843f03a7a8e2e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	0	1	0	0	1
cleaned-form:01ead58cf91b9990ee5c81c6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:01ee04964b9364efb1de5627		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:01f278db00b52bd783889556		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0251056a425aa4d1df2e3b28		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:02517a175e65db85d4468b5b		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0267e12d74a1390e1c032fe8		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:02a8445237f66aff1331ca00		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:02cf1cce1b9414df96996756		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0304e0a5c2b92b3a531ad8ae		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:032607ed6cd3a9ce942dbe7e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0349463d850d4d3e07afbf40		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:035f9b78b596c80e5f898dcd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:03688820a0300a8a71d130bb		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:03842423158836c542d40321		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:03c462e9f184f9ce9395e4b9		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:03cdf3e00e74fb35b47208a6		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:040de795d869a122599a3ae0		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:041e7e9af05c63e5c94b2133		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0432b0b6d1c3edec8312c80f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:04743878e86ec447b68be65c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:04a296be9cd9219fad58589e		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:04add97fbd4f8bd4e0fdcd75		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:04c1a7fcea6c87175a9a5dba		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0550e92443c6a76d104f6428		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:055f8206682a073e38fb45dd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:05d2443bd2424d04e2397677		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	0	1	0
cleaned-form:05d9f879a7dd7abf7b0c99b5		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:061887be5ecc1554ba378f4f		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
cleaned-form:065bfb8faf7c9aa6b30f741c		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:06dbe73c6bc4d55ae45928cd		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0733f0ca16a498341f1d99cc		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:0770f4ba8d7220897b41d862		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	0	1	0	0	0	1
cleaned-form:07a019f4442e4d70a34bff56		STRICT_FLAVOR	ONTOLOGY_CANDIDATE	1	1	1	1	1	0	0	1	0	0
