language_occurrence_key	language_document_key	language_expression_key	raw_source_phrase	source_locator	observed_value
language.occurrence.firstbloom.sha256_d7fda69ed62e31517a05b3a2884a3d9b573d2886bdb64c4caa61a8ed30eaf58a	document.firstbloom.release_1955	language.expression.en.sha256_5b59ad28705c942f3d638775eef444dd3b6e96b03510a4e2ad21c4101c29c346	Italian lemon-lime soda finish	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d3621d6028294364347688b1f05f23f0a09013ca4ec94fe6ead73254d3dc4e73	document.firstbloom.release_1959	language.expression.en.sha256_3d59ea59eb248623d527603d366c949d3091c4106ade689e002970206f37243a	Floral Black Tea	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_964b4a60acc077b780a350814f5296b27ac3897b96d360efbd293b9fdb9aeb47	document.firstbloom.release_196	language.expression.en.sha256_7c3eca6043dc179126b12b03e4d73aeefe62ab6f620d829af3d0e1d4d59ed519	Complex and Juicy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_bf4bccbf90add260b89d7c8ce97d2390e97bab38e6292a7da32383d2ab171914	document.firstbloom.release_1963	language.expression.en.sha256_b9e6c800b3f1b3aa599f3c6124a07145d4457c1d440e89a989f6b04fa22580db	Complex Florals	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d6276cde934e3c5bb95492fd52ed3946db238b9c6fb020d1b06af9f265d6b851	document.firstbloom.release_197	language.expression.en.sha256_8df60f42efb2d7494cd4b30fd3965c9a17337a41e1d2ad0ac421a07ca5c13265	Tayberries and lingering	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_893c08dd90d1ea13cdacf94b196d4f1d715df8412cd1620505c0ecf4fbf2c4eb	document.firstbloom.release_1972	language.expression.en.sha256_4f682b71153ffa91e608445d7ea1257e2076d0d95eab6336cd1aa94b49680f11	Coco	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0649eee201176716640b33e1a9070b37389d8defb7ca3ba739aae9efb450adab	document.firstbloom.release_198	language.expression.en.sha256_bd6d51984abb90f8f5062e915d6a17caa30bc91f9b0affe909719594391992e1	Vanilla Bourbon and Elegant	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d87f6a50e775a16490a02cb1d46dfaf0fd43298616fa1eada7f28e679e4d227a	document.firstbloom.release_1980	language.expression.en.sha256_c6ce2d0498394f7738d407a1fe4b692262b269f3c6f82cbb3bfc4e15731c3d8b	Sugarcane Juice	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9813e7ded200d5eda660e1e5e90dd32fe51ba4fa9985236dedfeec42c8ecbac2	document.firstbloom.release_1985	language.expression.en.sha256_908493d1c78e30de58f6f872d5c5531b05187aac382fb1de639fbdb85fa9779c	Honey grilled pecans	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_705ffa6a029f452513ea7761ad930a709ecab17739f7f3a82c96e7c6e8f8da4b	document.firstbloom.release_1985	language.expression.en.sha256_c2ee912e58bb95fd845987a4e1582def4540d5594aa75e29d567e4490f351916	corinth raisins	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1ece2ec4f0b163f2c86133ac4066556e2b688f6c3f08847a1fcf1e783ff9a3c2	document.firstbloom.release_1990	language.expression.en.sha256_3f8b2c5359c6b98d61b1ba85bb22b6e71be0c2eafd0ec74211ee0a0208391bf1	and butterscotch	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_be6e1d2a5cf348fc8ac41e1c3d1a741e897e70cc97b8a28c40cb39a9cf750f5e	document.firstbloom.release_1991	language.expression.en.sha256_6dd42588e2a0da984f351bff41c99e3750ebd4858bab51a2ca5b4bc5355c8f87	and pear	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b85daef673d77b75209557225460dad6a4ca15d5f9544511ad0bbd9fbeda98ae	document.firstbloom.release_1999	language.expression.en.sha256_d1837843c2bd4b7059c64fadf113d37df48f6b3ac92d92b6635c23f8c69f22b5	berry jam + toffee	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b877e3d2054729aec7ec3ada8a93fef7903cef1d80453a9f10981c5e0dd27034	document.firstbloom.release_200	language.expression.en.sha256_100e905a6d23ef7ad2fb6b74c61a536692e7d8cc56ecc4c93086c3e6f329acb0	Fruity and Vibrant	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3e45c8da6455b6610869b66a47b80fdcad4998c5f28102db85a4b85cab0dcf90	document.firstbloom.release_2004	language.expression.en.sha256_48b3421ce4132c3fa752ba2bd6455d8c8fa588f1f8727b1cf00edaeef4764b2b	Mango and cherry	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0c76435d1f03f0b420b36d8794d15c7fcce88fc971952e954a8165b31e965989	document.firstbloom.release_2006	language.expression.en.sha256_8aa8f96b10b41c8850fbe9570bc1936cba9faa8f2b08407c9427e2c8522331c3	Maple Syrup and milk chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c0816f0f8c70d8cdec90b018dc01cf65f50122605047ea3ab3e7e7092984f1fa	document.firstbloom.release_2008	language.expression.en.sha256_f8bb12e36fe0f49178d2cb6bc6b6de18292a25af25299145fde859234e95de54	butter cookie	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ada97748337ee1aa3fb57ae5893af0abcf066e424040701909f3c2253464aaf3	document.firstbloom.release_2008	language.expression.en.sha256_435635018456bbe21e644b29a16eab3ae8952c54ae601a5ae70965e84b23f535	vine tomato	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e7bfb13ca6b36992428e0adbd4baa80e9d383000998a10692805e98c3693d286	document.firstbloom.release_2009	language.expression.en.sha256_41d0499c1e4e5c57f8ff4dfa5365e857f6862c88faee12137e7818c6458e5e53	Peony	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_691522ec2e469d5a9057769164bcdb74cdf30d18e76bf25e56c19da2bc891db6	document.firstbloom.release_2012	language.expression.en.sha256_6b800b5e7664f9bee6c8c8b97777b2575462ad1645fe98c6d79620c9ccc1687d	Apple Pear and Date	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3a953677eba53fb7c547f400a4f28be651b6f9b3ade78c6bdb75fa4215db2c7e	document.firstbloom.release_2013	language.expression.en.sha256_9dd58b4e10aadb288a32d88d1c34b615138f7ba54c486bad692a7284d8ee511e	Dark Honey and Pomelo	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_69d0c3dad806ef28a9b96654fbce9d657d00b7a2e8d5c805cfe2ec4c22b307a3	document.firstbloom.release_2016	language.expression.en.sha256_5d6ce96f8a93576a169c8f6f41cb341a66bcba2ad489506c9d11176007beab41	White Peach and Lemon Drops	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_361c161198908d194cf4491d47773e0923382b2913be04b82e8f07b40cadcc63	document.firstbloom.release_2018	language.expression.en.sha256_068f6e55134d4809e410343c1967c7eae0abf3e1251bf4887c1c9a0588aaf8c0	Dried Cherry and Baker's Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_d7f1d7ed1f7efcd1ead624082b08aa4f7ccd69ecd57619face0b8cd76a7a8851	document.firstbloom.release_202	language.expression.en.sha256_7ce8c923ea9a3bd49a47d58a42f96ef385e9a9520f6f9b04da32143b76ec2f53	White Tea and Silky	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c0580f76d2e4de165f44fd0a5a3e919a38ad83739e1e4e2c56151664ca988f99	document.firstbloom.release_2027	language.expression.en.sha256_541dec531a07e881f1143696e1e102722be52afbe857f587ae47848121e331bb	Sugar cane juice	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_2bb3e785ad0f7341b635da9071d1d52a742548e104db49c3b5e2f5dc0b61937b	document.firstbloom.release_2027	language.expression.en.sha256_eb448d4c7088c7f9c7c12a9e7919769a374413bb0b8d8cc561615bbaf403cde6	lime and tomato flavors	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_41b5371c633d7664c3575d423b4e1cf5b66a13e3c92a8a23723dee5ecfea2cc5	document.firstbloom.release_203	language.expression.en.sha256_e54cfcd301fc4074c83edc3ff7a530aa18335a3e4c2964bb16c55d8ffe8b970f	Jasmine and Silky	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5ebe82b639fa211035fc2e7bb34514a9a9a6fd6f24e50bcccadb5c69c0e807ff	document.firstbloom.release_2031	language.expression.en.sha256_90674f8709754326c2db0acb85fa390040b8e8b0b67e9165cadc97a4b9c3df59	Sweet Almond	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b69d67e53d902335a521431a5d5c68046f58d4c871d5614afb4b655a4256342d	document.firstbloom.release_2031	language.expression.en.sha256_8f3b22393419d68b21d43d32d905523cd1e35da117f331ee283821aac73b5d78	Dried Lemon Peel	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9ce94336c861e64820af6aa09bdaf54ac673bb3f3756aec8c8eb4deb7caa2104	document.firstbloom.release_2042	language.expression.en.sha256_d93030aee766adbfbd213ae8b80861f0d6383a58ce1e4b3f9500286aae6d4c63	Juicy Body with Flavors like Plum	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a7dd3e9c95e5406bf0f77f5acb278064668aeea82f7ca286910a620457f2b0d2	document.firstbloom.release_2051	language.expression.en.sha256_b690d27ed7d6733b4478f17dc940e8d9a0b0b13f2cd0c5abbb13c9e5d7b51150	sweet tea	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_aa74d7668cde82735c4a4d889dd48ee64b366564109bc41c1e51ebbb3afd2200	document.firstbloom.release_2058	language.expression.en.sha256_f70bbf9fdc82d18949b9ac1a6b97acc67f47d4239b935bcc16ef68f4abe3f0c5	cherry and cane cugar	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e6ecdee55857e78e3a5de9294f534d14d0142c7dfcf31b66b37f10660c61f6d7	document.firstbloom.release_2062	language.expression.en.sha256_8b5dd9a02c701a820cdba7c30ec4476cef73facfa4d4535b3e1d013c0a953d39	cane honey	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fead025f8347bd0b9dbe997657c21112609c895fb623c265850a7cc0a65343f4	document.firstbloom.release_2073	language.expression.en.sha256_4037b80370e42c481b57740c1695a3f07c482b92c144f7ff0c6d4c699ab7a016	jasmin flowers	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e667654d49c814374355ec2d4687a39d9d2fc37e1e5c8bd235385c88674eb7d0	document.firstbloom.release_2076	language.expression.en.sha256_62063ad4e02777aa487d4e7837b503215cf72cdd2aece44d6c14df673d3abbb4	Sponge Toffee and Fig	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_36413de80bc7eaf2b09010b380220f67c1754e92c568c4e2b211fd0478bbe2a8	document.firstbloom.release_2077	language.expression.en.sha256_3d67b8e090b97482bd2176bcd1902a79e48d5068ef5a365dfef9bc68b378fa2f	Hazelnut and Dates	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_360190aee16b62d466a681d4f88bb71658baada7b99bc2aa02a72b208551d26c	document.firstbloom.release_2078	language.expression.en.sha256_df80f7e917dbd6e8c619f20878edbb615be622476faa5b22c8faa148378fe924	Caramelized Pecan	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a250680bebc5e7768c49cefe166ba0eb84c75576ffb48ec0dc78dcb393c2b1e2	document.firstbloom.release_2078	language.expression.en.sha256_48a5cd5918b55e49fe83ad1b3a09a0e3c2ff472d91963b014533e84540b84249	Candied Lemon and Verbena	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_6f1ce260d9fcb0cde331225480b91a353a43d2403cef15f3123102da4ebd62bf	document.firstbloom.release_2079	language.expression.en.sha256_a4ae06e6226f92969c894cb51a7dff7517c488470e7d4f199d5acf58a8595c6e	Earl Grey and Rose	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ae84614a54cca90b22d62a2ca69baa2380cc6a428b66f0dd0c74aca1aac8c6e4	document.firstbloom.release_208	language.expression.en.sha256_64ecf66f59f565c72bc94697463d6b3b452ca23d199877ae774316dc2bacc6ca	Pear and Walnut	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c27cba6e5525e329cf618972949a397ba3a104a92978c2a7a7fbbb437dfcd5eb	document.firstbloom.release_2087	language.expression.en.sha256_d72044278296404a5b4a797eb4e77b4fdc5aca50cfd1fda3250793666d843722	Nougat and Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ba491319e493b9b0f2f11af937c07f35068694bcac2fbacaf7aa0d0846272278	document.firstbloom.release_209	language.expression.en.sha256_87b0b21bebf590f49a22477292c19f8f2c0a907c6fc6eeea75a69e96666bbbab	Almond and Brown Sugar	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0c4c95f13fd09f493e028c4357b6928990b9ca04eb88bd86bec47b4b242a6649	document.firstbloom.release_2094	language.expression.en.sha256_4ce7da24f8ce654e4c1475264334f50ed5a6396071e2343f7c49b146eaf170ce	Macadamia nuts	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e1acfb5ab0479dec8955c0bc46b9e0b872a8c707d55e686c3dfb0dd054db95c4	document.firstbloom.release_21	language.expression.en.sha256_73bc1ed1ea960a8e4f5ed85a8ecf3adfc88e70be442e2683bdbeb2c5d5bf0932	Cranberry and Juicy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a8bef4a82b240d375b504c17ce1362f8c430234427be0ddec143e196d10ca398	document.firstbloom.release_212	language.expression.en.sha256_a5c138119fc392664072b1922cdaaecf6c76280ef85d9388fe23f3f12fc44784	Honey Dew	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_7772ea4e0aa41c61434c2d67c4fd59c5f58b8d1bbd9bfbd0da04726fc8c7c4f5	document.firstbloom.release_212	language.expression.en.sha256_33c940a3c68d9425856d09667151d4aeab0736a91da11349b4dff5c46753b86a	Raspberry and Milk Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_aef8d65f988fcffdb5795e4732900ec2ffe770bc668529fd4751e9c5cecfb4c6	document.firstbloom.release_2122	language.expression.en.sha256_7e605c9b10912d560b37597d233d2374836bf8f79e8f05ebe0d4c8652d7de392	Coffee Cherry	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_734c384da62a476a80fea43d891c8075d533fdc7349bc3647d4fa86bd775982b	document.firstbloom.release_2122	language.expression.en.sha256_e5542b93bde00aeb75ab21cc5cf1382a67d3cfb530668fceefe0bd2ef8e7158d	Watermelon and Nectarine	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9673bf75f9bb6c62e8013a6109dec0f218389b597f57522f0a55448b75ae6d29	document.firstbloom.release_2123	language.expression.en.sha256_b3f52658786ba108769a942aeddef86147570807b89ce71ca706e16d3e43b073	Caramel and Raisin	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
