presentation_slot_key	session_slot_key	beverage_sample_key	sequence_position	blinded_code
pilot.round3d.session_slot.reference.assessor_007.session_04.position_08	pilot.round3d.session_slot.reference.assessor_007.session_04	pilot.round3d.sample.lot_02.light.hybrid.rep_2	8	595
pilot.round3d.session_slot.reference.assessor_007.session_04.position_09	pilot.round3d.session_slot.reference.assessor_007.session_04	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_2	9	466
pilot.round3d.session_slot.reference.assessor_007.session_04.position_10	pilot.round3d.session_slot.reference.assessor_007.session_04	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_2	10	578
pilot.round3d.session_slot.reference.assessor_007.session_04.position_11	pilot.round3d.session_slot.reference.assessor_007.session_04	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_1	11	807
pilot.round3d.session_slot.reference.assessor_007.session_05.position_01	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_01.medium.immersion.rep_1	1	938
pilot.round3d.session_slot.reference.assessor_007.session_05.position_02	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_1	2	748
pilot.round3d.session_slot.reference.assessor_007.session_05.position_03	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_1	3	894
pilot.round3d.session_slot.reference.assessor_007.session_05.position_04	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_01.light.espresso_milk.rep_2	4	998
pilot.round3d.session_slot.reference.assessor_007.session_05.position_05	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_1	5	619
pilot.round3d.session_slot.reference.assessor_007.session_05.position_06	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_1	6	843
pilot.round3d.session_slot.reference.assessor_007.session_05.position_07	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_1	7	461
pilot.round3d.session_slot.reference.assessor_007.session_05.position_08	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_01.medium_light.immersion.rep_1	8	263
pilot.round3d.session_slot.reference.assessor_007.session_05.position_09	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_2	9	873
pilot.round3d.session_slot.reference.assessor_007.session_05.position_10	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_1	10	811
pilot.round3d.session_slot.reference.assessor_007.session_05.position_11	pilot.round3d.session_slot.reference.assessor_007.session_05	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_2	11	682
pilot.round3d.session_slot.reference.assessor_007.session_06.position_01	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_2	1	568
pilot.round3d.session_slot.reference.assessor_007.session_06.position_02	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_02.medium.immersion.rep_2	2	616
pilot.round3d.session_slot.reference.assessor_007.session_06.position_03	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.light.espresso_milk.rep_1	3	345
pilot.round3d.session_slot.reference.assessor_007.session_06.position_04	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_2	4	903
pilot.round3d.session_slot.reference.assessor_007.session_06.position_05	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_1	5	305
pilot.round3d.session_slot.reference.assessor_007.session_06.position_06	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.dark.hybrid.rep_1	6	546
pilot.round3d.session_slot.reference.assessor_007.session_06.position_07	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_02.light.immersion.rep_1	7	299
pilot.round3d.session_slot.reference.assessor_007.session_06.position_08	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_1	8	415
pilot.round3d.session_slot.reference.assessor_007.session_06.position_09	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.dark.immersion.rep_2	9	397
pilot.round3d.session_slot.reference.assessor_007.session_06.position_10	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_2	10	732
pilot.round3d.session_slot.reference.assessor_007.session_06.position_11	pilot.round3d.session_slot.reference.assessor_007.session_06	pilot.round3d.sample.lot_01.light.cold_extraction.rep_1	11	317
pilot.round3d.session_slot.reference.assessor_008.session_01.position_01	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_1	1	963
pilot.round3d.session_slot.reference.assessor_008.session_01.position_02	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_02.dark.immersion.rep_2	2	206
pilot.round3d.session_slot.reference.assessor_008.session_01.position_03	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_1	3	148
pilot.round3d.session_slot.reference.assessor_008.session_01.position_04	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_2	4	305
pilot.round3d.session_slot.reference.assessor_008.session_01.position_05	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_02.light.espresso_milk.rep_2	5	772
pilot.round3d.session_slot.reference.assessor_008.session_01.position_06	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_2	6	609
pilot.round3d.session_slot.reference.assessor_008.session_01.position_07	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_1	7	718
pilot.round3d.session_slot.reference.assessor_008.session_01.position_08	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_02.light.espresso_milk.rep_1	8	167
pilot.round3d.session_slot.reference.assessor_008.session_01.position_09	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_1	9	340
pilot.round3d.session_slot.reference.assessor_008.session_01.position_10	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_2	10	265
pilot.round3d.session_slot.reference.assessor_008.session_01.position_11	pilot.round3d.session_slot.reference.assessor_008.session_01	pilot.round3d.sample.lot_01.light.hybrid.rep_2	11	860
pilot.round3d.session_slot.reference.assessor_008.session_02.position_01	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_1	1	871
pilot.round3d.session_slot.reference.assessor_008.session_02.position_02	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_02.dark.hybrid.rep_1	2	691
pilot.round3d.session_slot.reference.assessor_008.session_02.position_03	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_01.medium.immersion.rep_2	3	924
pilot.round3d.session_slot.reference.assessor_008.session_02.position_04	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_2	4	174
pilot.round3d.session_slot.reference.assessor_008.session_02.position_05	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_2	5	354
pilot.round3d.session_slot.reference.assessor_008.session_02.position_06	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_1	6	361
pilot.round3d.session_slot.reference.assessor_008.session_02.position_07	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_2	7	812
pilot.round3d.session_slot.reference.assessor_008.session_02.position_08	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_1	8	847
pilot.round3d.session_slot.reference.assessor_008.session_02.position_09	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_2	9	472
pilot.round3d.session_slot.reference.assessor_008.session_02.position_10	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_1	10	721
pilot.round3d.session_slot.reference.assessor_008.session_02.position_11	pilot.round3d.session_slot.reference.assessor_008.session_02	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_1	11	343
pilot.round3d.session_slot.reference.assessor_008.session_03.position_01	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_1	1	554
pilot.round3d.session_slot.reference.assessor_008.session_03.position_02	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_2	2	450
pilot.round3d.session_slot.reference.assessor_008.session_03.position_03	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_2	3	523
pilot.round3d.session_slot.reference.assessor_008.session_03.position_04	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_02.light.immersion.rep_2	4	102
pilot.round3d.session_slot.reference.assessor_008.session_03.position_05	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_1	5	907
pilot.round3d.session_slot.reference.assessor_008.session_03.position_06	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_2	6	504
pilot.round3d.session_slot.reference.assessor_008.session_03.position_07	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_02.light.cold_extraction.rep_2	7	675
pilot.round3d.session_slot.reference.assessor_008.session_03.position_08	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_1	8	367
pilot.round3d.session_slot.reference.assessor_008.session_03.position_09	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_1	9	239
pilot.round3d.session_slot.reference.assessor_008.session_03.position_10	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_2	10	981
pilot.round3d.session_slot.reference.assessor_008.session_03.position_11	pilot.round3d.session_slot.reference.assessor_008.session_03	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_2	11	612
pilot.round3d.session_slot.reference.assessor_008.session_04.position_01	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_2	1	671
pilot.round3d.session_slot.reference.assessor_008.session_04.position_02	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_2	2	681
pilot.round3d.session_slot.reference.assessor_008.session_04.position_03	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_02.medium.hybrid.rep_1	3	301
pilot.round3d.session_slot.reference.assessor_008.session_04.position_04	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_1	4	784
pilot.round3d.session_slot.reference.assessor_008.session_04.position_05	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_02.medium.hybrid.rep_2	5	451
pilot.round3d.session_slot.reference.assessor_008.session_04.position_06	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_2	6	644
pilot.round3d.session_slot.reference.assessor_008.session_04.position_07	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_02.medium_light.immersion.rep_2	7	293
pilot.round3d.session_slot.reference.assessor_008.session_04.position_08	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.medium.hybrid.rep_2	8	566
pilot.round3d.session_slot.reference.assessor_008.session_04.position_09	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_1	9	992
pilot.round3d.session_slot.reference.assessor_008.session_04.position_10	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.light.immersion.rep_1	10	709
pilot.round3d.session_slot.reference.assessor_008.session_04.position_11	pilot.round3d.session_slot.reference.assessor_008.session_04	pilot.round3d.sample.lot_01.dark.hybrid.rep_2	11	621
pilot.round3d.session_slot.reference.assessor_008.session_05.position_01	pilot.round3d.session_slot.reference.assessor_008.session_05	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_2	1	546
pilot.round3d.session_slot.reference.assessor_008.session_05.position_02	pilot.round3d.session_slot.reference.assessor_008.session_05	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_2	2	228
pilot.round3d.session_slot.reference.assessor_008.session_05.position_03	pilot.round3d.session_slot.reference.assessor_008.session_05	pilot.round3d.sample.lot_01.light.hybrid.rep_1	3	376
pilot.round3d.session_slot.reference.assessor_008.session_05.position_04	pilot.round3d.session_slot.reference.assessor_008.session_05	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_1	4	794
pilot.round3d.session_slot.reference.assessor_008.session_05.position_05	pilot.round3d.session_slot.reference.assessor_008.session_05	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_2	5	456
pilot.round3d.session_slot.reference.assessor_008.session_05.position_06	pilot.round3d.session_slot.reference.assessor_008.session_05	pilot.round3d.sample.lot_02.light.hybrid.rep_1	6	615
